Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@romit_darkfir3,Pls more such videos of researching and of your theories😢,4,0,0.0,0.874,0.126,0.0772,Positive
@Sam2Light,"Sri Lanka - Sone Ki Lanka 
Nice Line 😊😊😊
BTW We are Indian so Jai Shree Ram",26,2,0.0,0.843,0.157,0.4215,Positive
@bastariyababu166,Kya haal hai dosto❤ tech burner always make me smile😊❤😂,291,10,0.0,0.86,0.14,0.0772,Positive
@bastariyababu166,Intense mahoul bana diya bhaiiii😂❤ tech burner always rocks❤,7,0,0.0,0.86,0.14,0.0772,Positive
@apoorvsharma7216,🚩 Jai Shree Ram 🚩,3,0,0.0,1.0,0.0,0.0,Neutral
@Bhavesh_official.,25:39 Stairs are shining like gold 😢😢,3,1,0.0,0.706,0.294,0.3612,Positive
@Saksham862,This vlog is better than sourav joshi's whole career❤❤,34,0,0.0,0.734,0.266,0.4404,Positive
@mayavaishnav8559,You are such an amazing travel companion. You are not just seeing the site you're feeling it .thank you for the video,12,0,0.0,0.709,0.291,0.7783,Positive
@bhupeshwarsahu4683,"भाई आपने पूरे वीडियो में चीजों को बहुत ही अच्छे तरीके से बताने की कोशिश करा है,बहुत अच्छा लगा भाई,,,धन्यवाद❤",1,0,0.0,1.0,0.0,0.0,Neutral
@twinklemahajan4652,"There are rocks nearby my house exactly similar to these ones bcz these are lava rocks 
This is natural and common rocks you can find these type of rocks in deccan region of India very easily almost every where
So the black color is not bcz of the fire that has been there while Lanka dahan.
Also the rakh kind of texture you felt is bcz of the fungi and algae that must have grown during rainy reason and is now dried.
Obviously it will look pighla pighla bcz this a molten rock.
Thank you so much for the virtual tour of Lanka.",0,0,0.034,0.895,0.071,0.6115,Positive
@Jitendraprajapati110,28:37 बस हवा निकल गई 😂,5,0,0.0,1.0,0.0,0.0,Neutral
@WildFOXstudios,"This Types of vlogs I always wanted to make and see.. The video editing, bgm, explaination is really amazing ♥️.. Isse Kehte Hai Quality Content 🔥",17,0,0.0,0.849,0.151,0.624,Positive
@malepatiprudhviraj7593,True VLOG ❤ Thanks a ton 🙏 Jai Sri Raam,0,0,0.0,0.467,0.533,0.6908,Positive
@Rc_riderzz,I hope your next video is Ayodhya Ram Mandir 😊❤,1,0,0.0,0.734,0.266,0.4404,Positive
@technicaleditzre12,9:02 pr next level picture hai bhai 😱,7,0,0.0,1.0,0.0,0.0,Neutral
@patilashish,"what a vlog ! a benchmark for all vlogers. i felt like i am there. explanation, feelings, knowledge, story telling top notch.",56,0,0.0,0.766,0.234,0.5562,Positive
@saniyaahuja4156,"Loved watching it, could sense the energy virtually also!",7,0,0.0,0.527,0.473,0.7424,Positive
@jayrajpanchalvlog8598,Jay shree ram,8,1,0.0,1.0,0.0,0.0,Neutral
@MAYANKONWAY,Let's vote for this type historical vlogs ❤,41,0,0.0,1.0,0.0,0.0,Neutral
@SnatanzZzYT,11:14 iss time to muslim kaa ata pata bhi nhi tha 😂,16,0,0.0,1.0,0.0,0.0,Neutral
@signwithjuli1159,Subha² dekh k man ko accha laga ki atleast aaj k din kuch toh Aisa dekh paya aur sun paya... 🙂🙌,0,0,0.0,1.0,0.0,0.0,Neutral
@avinashgogoi,Thank you 🙏🫶 For this amazing vlog,1,0,0.0,0.417,0.583,0.7906,Positive
@omrajbhar1939,When tech YouTuber become historic vloger then:- reptilian feature 😂😂 16:35,6,0,0.0,1.0,0.0,0.0,Neutral
@adityashukla7849,"Volcanic eruption would've emitted molten rock. Molten rock when comes in contact with another rock will bound with it. So it should've become a single piece of rock, inseparable.
Besides that, there is no evidence of a volcanic eruption in Sri Lanka. Also closest volcano to Indian subcontinent is in Indonesia.
So you can safely dump all the theories related to volcano, ash, lava, etc.",12,0,0.07,0.879,0.051,-0.0865,Neutral
@sumitkr.5882,Bhai ne Lanka hi unbox kr diya😂😂,2,0,0.0,1.0,0.0,0.0,Neutral
@simple_and_feasible,needd moreee off thisss!!!!,0,0,0.0,1.0,0.0,0.0,Neutral
@rsn001,"Wow man, the way he present all the things there and  respected him as RAVAN JI  great job man we want more vlogs like this❤",61,0,0.0,0.57,0.43,0.9334,Positive
@mrityunjoysaikia7739,5:23 first time he talked about his girlfriend 🎉,7,0,0.0,1.0,0.0,0.0,Neutral
@djshiv9331,Best part snake no touch 😂👌,1,0,0.212,0.385,0.404,0.4588,Positive
@Shah-Ji47,Respect for you bro!!,1,0,0.0,0.449,0.551,0.5696,Positive
@SumitKumar-cg9cf,5:28 ravan be like- ye bhi meri galti ha 😂😂,12,0,0.0,0.62,0.38,0.5994,Positive
@ranjeetchauhan0812,Knowledgeable & meaninful ❤...The real meaning of vlog...keep visiting historical places ❤,16,0,0.0,1.0,0.0,0.0,Neutral
@OmkarMadageVlogs,This Video is Best❤,1,0,0.0,1.0,0.0,0.0,Neutral
@devashreekale4281,"10:15 , Damn the tour guide’s accent is so satisfying and pure ❤",0,0,0.173,0.578,0.248,0.2883,Positive
@AnkitRaj.10,5:40 kis baat pe jhagda hua tha Bhai 😅,7,0,0.0,1.0,0.0,0.0,Neutral
@TechhubDetails,ऐसी अद्भुत पौराणिक चीज दिखाने के लिए आपका बहुत बहुत धन्यवाद 🙏 स्लोक भाई इतनी ऊंचाई पर हो आए अब तो हर चीज छोटी लग रही होगी | 😄,11,0,0.0,1.0,0.0,0.0,Neutral
@user-rf2hh2ve8c,need more vlogs like this,0,0,0.0,0.59,0.41,0.4173,Positive
@sangs4DC,Please can you mention from where you took the guide we are planning to visit. Please share more details that might help us during our visit,0,0,0.0,0.698,0.302,0.8176,Positive
@imtulshi,1:45 ravan jii 😇😊👍,9,2,0.0,1.0,0.0,0.0,Neutral
@arjoonraghavan3868,the black color is due to the algae formation. It happens in tropical regions as there is more moisture. You can notice such black coloured walls/rocks at many forts and palaces in India as well.,28,5,0.0,0.942,0.058,0.2732,Positive
@santhegamerx6052,Thank you for these type of videos brother ❤,0,0,0.0,0.737,0.263,0.3612,Positive
@shreyashnale3638,The fabulous video I've ever seen ❤,1,0,0.0,0.595,0.405,0.5267,Positive
@aRro2,I would love to study our history like this . Plzz continue this type of videos it makes us more curious about what we have been listening from when we were kids is correct or not🔥🔥🔥,10,0,0.0,0.769,0.231,0.8516,Positive
@diyamallick-ddmm,"Literally ... getting goosebumps while watching the vlog ... really very amazing and I also love mythology, history ... please make such more",7,0,0.0,0.636,0.364,0.8973,Positive
@snehahalder5408,"dada yo are the best, Jai Shree Ram Jai Shree Hanuman",0,0,0.0,0.704,0.296,0.6369,Positive
@rajkumarpoudel4978,Today generation needs this❤❤❤❤,1,0,0.0,1.0,0.0,0.0,Neutral
@Rakesh_kumar._,Finnally Our Social media influencers going in Right Path❤❤,60,2,0.0,1.0,0.0,0.0,Neutral
@tnabhay9997,25:37 kis kis ko sone ki chamak dikhai de rahi hai,9,0,0.0,1.0,0.0,0.0,Neutral
@ankitasahoo6524,We need more content like thisssssss ❤ about our history which people say as mythology but it is our past.Not mythology. We have proof of everything.,0,0,0.0,0.927,0.073,0.2238,Positive
@meheckbhatiya,Make more of such videos its experience just watching them,0,0,0.0,1.0,0.0,0.0,Neutral
@unknown02931,5:04 bro aap bilkul dhruv rathee me convert ho gye the....,6,0,0.0,1.0,0.0,0.0,Neutral
@youtubepremium-w,Bro literally the best vlog no cinematic shots but I can feel the energy through the video,11,0,0.081,0.655,0.264,0.5647,Positive
@user-il7iw1co5u,Raja Ravan Full goosebumps,1,0,0.0,1.0,0.0,0.0,Neutral
@pbikash_ka_vlog,Tumko Man gaya Bro..U r one who near to enlighten..U r spiritually so ahead and this is the quality of a real man..U r going to be a Rishi👼,6,0,0.0,1.0,0.0,0.0,Neutral
@Seemabl845,किसी ने पहली बार इतनी अदब से नाम लिया राजा रावण ❤❤,12,0,0.0,1.0,0.0,0.0,Neutral
@mgupte2671,"Wow..this is amazing..it is ditto same as written in Dr Anita Gupte&#39;s &quot;Mandodari&quot; she has mentioned each n every detail so perfectly ,when u read ,imagination expands n it take u to that era.. the whole Lanka and castle&#39;s architecture /design was done by Mandodari..truly amazing",5,1,0.0,0.787,0.213,0.8902,Positive
@sangeetasoni3628,Radhe radhe bhai sabhi ne ravan ka place dikhaya but aapne deep detail bataya structure ko so nice vlog,0,0,0.0,0.785,0.215,0.7118,Positive
@SrishtisRisingLife,"Loved this, we want more vlogs like this",8,0,0.0,0.385,0.615,0.7893,Positive
@vishalmaurya3278,"Hey shlok, wonderful video 🎉. Please visit ajanta ellora caves, and see the beauty of carving into single rock(kailash temple).",92,3,0.0,0.634,0.366,0.8689,Positive
@AYUSHJAIN26,Where can I buy the jacket that you are wearing? I can not find it on your website,0,0,0.0,1.0,0.0,0.0,Neutral
@foodygaurav3751,"Very nice explanated , beautiful 👌",0,0,0.0,0.216,0.784,0.8051,Positive
@adarshyt739,This one vlog is greater than Sourav joshi&#39;s whole career 😂,49,6,0.0,0.783,0.217,0.3612,Positive
@Odyvers,"Ramayan is our history and you showed this, thanks 😊👍",6,0,0.0,0.727,0.273,0.5228,Positive
@rohitgaming2m559,Indian hacker ka video me ya kon dhak chuka ha ya..😂😂😂,2,0,0.0,0.806,0.194,0.34,Positive
@rahulvasava8526,"There was a mistake bro at <a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=626"">10:26</a> <br>It&#39;s not ash it&#39;s like this because of rain and green algae after drying<br>I&#39;ve seen this like things at stones In my village river. 😊",6,0,0.191,0.809,0.0,-0.6828,Negative
@VarshaDhiwar-kj8sc,"This is one of the best videos on YouTube which  tells about history. <a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=78"">1:18</a> i love this video.  Salute to effort put in this video 😊",10,0,0.0,0.732,0.268,0.8555,Positive
@ayushsantani,HINDUism is great ❤,52,16,0.0,0.328,0.672,0.6249,Positive
@sanashaofficial,Really very informative 👏👏,0,0,0.0,1.0,0.0,0.0,Neutral
@khushalbatra2403,Need more like it ❤️❤️❤️,0,0,0.0,1.0,0.0,0.0,Neutral
@khushalbatra2403,Raising the standards for vlogs now🧿❤️,0,0,0.0,1.0,0.0,0.0,Neutral
@siri8782,Hare Krishna!!<br>This is what we call a documented vlog!! Need more of these...,7,0,0.0,1.0,0.0,0.0,Neutral
@B_e_a_s_t647,Now that&#39;s what i call a vlog ❤️,33,0,0.0,1.0,0.0,0.0,Neutral
@kushboopatel1870,Start these types of vlogs n sooner you will be the number one vloger of these content,0,0,0.0,0.92,0.08,0.0772,Positive
@anoushkareddy3774,Very good info . Only thing that troubled is too much moment of camera . I wish the camera was more stable .,0,0,0.114,0.568,0.318,0.6582,Positive
@vikasguduri8096,we need this type of more spiritual amd ancient vlogs like this !!,6,0,0.0,0.796,0.204,0.4738,Positive
@rajatsingh6609,Thank you for this video brother 🙏,0,0,0.0,0.667,0.333,0.3612,Positive
@aniketkhanwilkar5954,Amazing journey bro❤️,0,0,0.0,0.345,0.655,0.5859,Positive
@Thebeasthim,"<a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=1002"">16:42</a> I think you already watched  Praveen Mohan.",4,0,0.0,1.0,0.0,0.0,Neutral
@raviverma-jf8tl,This house was built by Lord Shiva for his wife and was donated by Lord Shiva to Ravana. ❤❤❤,8,0,0.0,1.0,0.0,0.0,Neutral
@sarbanandabhuyan5649,This is what we need to watch,0,0,0.0,1.0,0.0,0.0,Neutral
@user-tt6md7ic2i,This is called  actual volgue  really good 👍,0,0,0.0,0.653,0.347,0.4927,Positive
@monetization502,I&#39;m proud to be Hindu ❤,89,3,0.0,0.563,0.437,0.4767,Positive
@mohammedfaruq5578,Come to Karnataka. There is a fort of rock-chitradurga name city. Like this black rocks😊,1,0,0.0,0.839,0.161,0.3612,Positive
@manojsatapathy7849,Thanks for the video...Great dedication...jay sri Ram...,0,0,0.0,0.674,0.326,0.4404,Positive
@imperialxgaming2665,"<a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=780"">13:00</a> paint? Kiya hai na bajrangbali ne aag se😊",5,0,0.0,1.0,0.0,0.0,Neutral
@lobo981,This is what called as a vlog ..<br>And not some idiots do their daily shit and call it as vlog ..<br>One of the best vlog I watched ❤,50,0,0.117,0.747,0.136,0.1531,Positive
@user-we2wo6ws3t,Bhai mai abhi school mei padh raha hun aur mujhe documentary dekh ne ka shok hai par aap ka is knowledge ko share karne ka tarika kafi mast laga aur mai ekdum connect kar gaya is video se,0,0,0.0,0.909,0.091,0.0772,Positive
@user-we2wo6ws3t,Aap se bas ek request hai ki aap pls ese videos aur layiye ❤❤❤,0,0,0.0,0.909,0.091,0.0772,Positive
@chiragkatara8040,"Muje bachpan me bataya gya tha ki nag shivji ke gale par hota hai😅 <a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=973"">16:13</a>",5,0,0.143,0.857,0.0,-0.3612,Negative
@TDS_editzz,"after watching this whole vlog i feel that this kind of creation is called a real vlogging it give a great experience after watching it and i feel that i didnt waste my 30 minutes on this informative vlog , bro graet work ❤❤❤❤",10,0,0.0,0.809,0.191,0.8041,Positive
@iam_sameee_r,Best vlog 💜,0,0,0.0,0.192,0.808,0.6369,Positive
@prernatravels,So inspired to recreate something similar in my upcoming vlog,0,0,0.0,0.72,0.28,0.5413,Positive
@manirajchaudhary8660,Totally appreciable content ...not less than a documentary ..The way u and ur team presented the history and ur voice is phenomenal ....Great Job guys ..and yes Thank u for connecting us to our roots ..much love brother ....❤️❤️❤️<br>Appreciated 👏❤️❤️❤️❤️😍,63,0,0.0,0.783,0.217,0.8555,Positive
@CYPH3ER,Great engineering by ravan ji♥,0,0,0.0,0.494,0.506,0.6249,Positive
@NotGPlayzz17,Bhai historical vlog me fact and theory bahut badhiya tarah batate ho tum to ya historical vlog 👍🏻,0,0,0.0,1.0,0.0,0.0,Neutral
@mukul8109,Ravan was one of the biggest devotee of Lord shiv Shivji was so impressed by his devotion and the lanka that was supposed to made for mata parvati gifted to ravan on his demand shiv ji gave him all of it,9,0,0.031,0.769,0.199,0.8439,Positive
@adynagar893,"<a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=1550"">25:50</a> when he said Rama Rama Rama after centuries in ravans fort..gave me Goosebumps ✨💖",14,5,0.0,1.0,0.0,0.0,Neutral
@yashodagadhvi3356,This is real vlog❤ dil mange more,0,0,0.0,1.0,0.0,0.0,Neutral
@AmanGupta-King,A great explanation by shlok sir ❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0.0,0.549,0.451,0.6249,Positive
@srggamer1866,"Thats called Vlog ,With our history ❤",10,0,0.0,1.0,0.0,0.0,Neutral
@souhardyakundu4120,He always added &quot;in my opinion&quot; after every bold statement of the existence of Ravan. <br>Due to the peaceful community 😊,33,0,0.0,0.756,0.244,0.7003,Positive
@rushabhzagade1805,Siya var Ram chandra ki jai...❤️❤️<br>Jai Hanuman ❤️,1,0,0.0,1.0,0.0,0.0,Neutral
@SaurabhSingh-iw1kh,Bro took unboxing to whole another level☠️,0,0,0.0,1.0,0.0,0.0,Neutral
@Rupamreal,"<a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=1750"">29:10</a> minutes pe dekho<br>Left ki taraf ek Skeleton Head dekhneko milega.. 😱",3,0,0.0,1.0,0.0,0.0,Neutral
@allahabadimiitra981,Now that&#39;s called a proper vlog ❤ . nowadays new vlogger chapri community have change the meaning of vlogging 😮‍💨,29,1,0.0,1.0,0.0,0.0,Neutral
@prathameshshinde6477,We need this type of videos by yours  side only.  ......,0,0,0.0,1.0,0.0,0.0,Neutral
@mayurchavda5113,AAP ye konsi line me khush Gaye . Majnu bhai😂😂,1,0,0.0,1.0,0.0,0.0,Neutral
@jyotiranjantarenia945,I want this type of vlogs more....❤❤❤❤,5,0,0.0,0.794,0.206,0.0772,Positive
@rishaank5,"bruhh... i have not seen this type of vlogging 😍🤩 really yaar dil se vlog ka correct meaning hai ye .. aajkal sab faltu chijey karte h but this is like best vlog i have ever seen .,, the way it goes from start to end with perfect camera angle knowledge and some personal experience and thoughts ... hats off brother 😍 .. now its my demand 😂please all places in india u should visit and make vlog of it .. please it was like i m only experiencing this .. thank u buddy for this kind of content . love u bhai",8,0,0.015,0.732,0.253,0.9843,Positive
@jyotirmoychakraborty9841,This type of blog is needed for today&#39;s generation❤,2,1,0.0,1.0,0.0,0.0,Neutral
@bidan_24,This is what I pay for internet what a quality content enjoyed 🔥❤️,0,0,0.102,0.657,0.241,0.4404,Positive
@neetuhalwasiya,"At <a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=221"">3:41</a> there is something mysterious 😮😮<br><br>There are only 9 heads of <b>Ravana</b> , we know that he had 10 heads!!",4,0,0.0,1.0,0.0,0.0,Neutral
@P_Kumar_4934,इससे अच्छा और knowledge वाला vlog कोई और हो ही नहीं सकता ❤,6,0,0.0,1.0,0.0,0.0,Neutral
@rishabhtripathi5823,"You are a tech youtuber, but seriously bro you have make a best vlog on best thing, better than vlogeers. Just a good vlog I already watched it 1 month ago in September.<br>But watching this in Dusshera time.<br>Really ramayan was amazing 🤩 and also ravan was also a good devotee of Bhagwan bholenath 🙏 no one is like him and can never.<br><br>This is the beauty and truth of our sanatan dharm.<br><br>Happy Dusshera 🎇🎆<br><br>जय श्री राम 🚩🙏",4,0,0.047,0.538,0.415,0.9919,Positive
@devil_gamer8830,Loved it ❤,0,0,0.0,0.204,0.796,0.5994,Positive
@kshetrajgovula6798,"Bro I&#39;ve seen Many Videos About this place, I&#39;m actually From Hyd Many YouTubers From The Telugu States Visited This Place.But by Far the Best Video About This Place and every Sec of this Video Gave me goosebumps too. The way you felt the Energy even I Felt it through Your Video..Lots of Love brother Keep Doing These kinda Videos .....❤❤",5,0,0.0,0.844,0.156,0.8885,Positive
@user-pc8io1qt8s,"<a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=1731"">28:51</a> pause and close your eyes 75%",11,0,0.0,1.0,0.0,0.0,Neutral
@DjBaja-iv4rz,Same to same meri dadi bhi ayse stories sunati thi mai bhi kabhi aayege,0,0,0.0,1.0,0.0,0.0,Neutral
@Lokikur,"Beautiful, ty",0,0,0.0,0.0,1.0,0.7579,Positive
@krunalbansod773,"<a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=114"">1:54</a> this text is similar to indus civilization script",6,1,0.0,1.0,0.0,0.0,Neutral
@vajirgaming69,"Well shlok, we need more this type of vlogs! ❤🙏🏻 jai shree ram",6,0,0.0,0.834,0.166,0.3382,Positive
@Pavankrishna_,"Your wondering about steps carvings on   that stones, you should visit hoysaleshwara temple, u will be realy amazed with the work they have done on the rocks of the temple",0,0,0.0,0.897,0.103,0.4939,Positive
@baburaogameng4966,Raja to shift ek hey our vo he prabhu shree ram 🚩🚩🚩🚩,30,3,0.0,1.0,0.0,0.0,Neutral
@jkbharadwaj6474,"<a href=""https://www.youtube.com/watch?v=eTlWcVrvies&amp;t=329"">5:29</a> bhai ne personal matter ko bhi bohut acche se vlog me Cover kya😂😂.. bro You are not only a Tech YouTuber, you are the funniest person, good personality and best vlogger ❤..love from Assam",11,1,0.0,0.724,0.276,0.8957,Positive
@Dr_players48,Bhaiii girlfriend see jhagdaaa😂😂 wallaa funnyyy,0,0,0.0,1.0,0.0,0.0,Neutral
