Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@fanelskejovic77,Listeting to this while you’re driving at night makes you feel unstopable! 🔥,40,2,0.0,1.0,0.0,0.0,Neutral
@its_r_c_a,That Nobody part hit me hard 😈,31,1,0.219,0.781,0.0,-0.1027,Neutral
@shifaajohmani7546,My heart is shaking with the tone,86,2,0.221,0.779,0.0,-0.1779,Neutral
@shashankpandey6834,This is my oxygen now🥂,21,0,0.0,1.0,0.0,0.0,Neutral
@laxmigovindbhiemaheshwari1493,"Black &Blueeeee
This lineeeeeeee
Goosebumps.....
🖤🖤🖤&💙💙💙",8,0,0.0,1.0,0.0,0.0,Neutral
@lucasandresciurbe9922,This remix its so good. Amazing this floowww ❤️‍🔥🔥🔥,20,0,0.0,0.472,0.528,0.8325,Positive
@pratishthasharma3008,This song hits even harder when u literally mean the lyrics.......❤,8,0,0.0,1.0,0.0,0.0,Neutral
@jyotidevi8239,0.75x slow version is most best you try 1 time,35,3,0.0,0.64,0.36,0.6697,Positive
@yurimarcio3972,"Muito top, vi a música em várias vídeos no tik tok e achei muito foda❤",28,0,0.147,0.733,0.12,-0.1027,Neutral
@harrisonbentley1303,I was playing with the playback speed and the volume and I made it sound so clean when the beat dropped🤤,19,0,0.0,0.763,0.237,0.6476,Positive
@itsrealabhay,This song motivate me for workout ❤,32,1,0.0,0.658,0.342,0.3818,Positive
@dipin9029,Feeling like all villans in anime verse are coming to earth,52,15,0.0,0.73,0.27,0.5719,Positive
@dipin9029,La Ferrari is making this song one step ahead to perfect,6,1,0.0,0.73,0.27,0.5719,Positive
@hitmangeming178,This song never gets old ❤️🎶,47,4,0.0,1.0,0.0,0.0,Neutral
@Daksh171,This song motivates me to do workout,22,0,0.0,1.0,0.0,0.0,Neutral
@saifyounus8913,It's 7th day and it's beat still hitting me,15,0,0.0,1.0,0.0,0.0,Neutral
@sunshinezz1929,Obsessed with the beat and everything,10,0,0.254,0.746,0.0,-0.1779,Neutral
@NILOYKARMAKAR,"This song gives me a emotion, I can't explain.....! 🖤",7,0,0.0,1.0,0.0,0.0,Neutral
@ZanibFatima1,"this is a pump up music, if depressed then this will help!!💗",3,0,0.28,0.72,0.0,-0.5972,Negative
@aishistheproedix,My ears is doing bass inside after heard this❤💪😅😂,10,0,0.0,1.0,0.0,0.0,Neutral
@anubhabsarkar8710,"That feeling, when you actually got a dark secret that nobody nobody nobody know....!!!!",124,2,0.0,0.818,0.182,0.3956,Positive
@srikanth5306,The best music to do gym  workout 💥😈,8,0,0.0,0.625,0.375,0.6369,Positive
@shamilfarooqkazmi789,lovely song and remix,14,0,0.0,0.441,0.559,0.5859,Positive
@karmenazzawi6671,Bro this song hits different It's so much better then the other songs I listen to  I am now addicted btw I love this song,3,0,0.0,0.731,0.269,0.8115,Positive
@omkarwaghmare9088,masterpiece 🔥,15,0,0.0,0.0,1.0,0.6249,Positive
@aarshff9919,Epic broo ❤️❤️loved it 🔥🔥,7,0,0.0,1.0,0.0,0.0,Neutral
@alizaidkhanhamza248,Thank you i was looking for this beat and such a talented person like you 👍💝💝,4,0,0.0,1.0,0.0,0.0,Neutral
@alizaidkhanhamza248,This beat is more powerfull then a lamborgini...😊,2,0,0.0,1.0,0.0,0.0,Neutral
@carromdiscking,I DON'T KNOW THE MEANING OF THIS SONG BUT ITS TOCH MY HEART 💜💜💜,8,0,0.0,1.0,0.0,0.0,Neutral
@theboringguy000,The beat is touching my soul,28,0,0.0,1.0,0.0,0.0,Neutral
@subscriber8926,This beat pushed me to escape the matrix🗿🔥,10,1,0.0,0.805,0.195,0.1779,Positive
@djjoy4908,Love this song ❤,11,0,0.0,0.323,0.677,0.6369,Positive
@skillerLM10,Everyone Gangsta Until they listen to this🙌🥶🥶😈,2,0,0.0,1.0,0.0,0.0,Neutral
@syedzayn619b,Best bass and tone.   😍❤😍,13,2,0.0,0.488,0.512,0.6369,Positive
@supermacy259,I love this vibe ❤️❤️💙,7,0,0.0,0.417,0.583,0.6369,Positive
@its_killer_ap418,Such a Masterpiece❤❤,5,0,0.0,1.0,0.0,0.0,Neutral
@XEBA_PH-4725,this is cold and perfect at the same time,2,0,0.0,0.684,0.316,0.5719,Positive
@erumtahir5554,This song give me badass vibes🖤😏,8,0,0.167,0.833,0.0,-0.1531,Neutral
@erumtahir5554,Me the only one who get the badass vibes🥂😏,8,1,0.167,0.833,0.0,-0.1531,Neutral
@user-oh9nl5wt7b,yo fire 🔥🔥🔥🔥,2,0,0.545,0.455,0.0,-0.34,Negative
@vaggosathanasiou2910,Driving the night with a high class car while playing this song hit diffrent,7,0,0.0,0.87,0.13,0.2023,Positive
@ehdb248uru39r,these beats give me the best vibes :D,3,0,0.0,0.422,0.578,0.8494,Positive
@NxtKiLLAr666,Beat running in my heart ❤️ 💙 💜 💖,9,0,0.0,1.0,0.0,0.0,Neutral
@moes7713,"When this jam hits my ears, my thoughts take an adventurous detour! It's like my brain hops into my dream car, and I'm in the driver's seat, shifting gears like a pro! Vroom-vroom! And when that turbo sound goes ""stututu,"" oh boy, it's a wild ride of imagination! I'm zooming down the autobahn like a speed demon with wind blowing through my hair (and trust me, my hair needs all the help it can get!). It's like I've entered a parallel universe of automotive awesomeness, and I'm the superhero of the racetrack!

So, yeah, while others might be pondering the meaning of life or contemplating the mysteries of the universe, I'm in my own little world of revving engines and tire-screeching fantasies! No worries, though—I promise not to take my daydreams to the actual streets. For now, I'll keep my crazy driving skills confined to the wild realm of imagination and enjoy the music's turbo-charged vibes.

Now, tell me, what wild rides does this song take you on? Spill the beans, my friend! Vroom-vroom! 🚗💨😄",80,6,0.038,0.795,0.167,0.9731,Positive
@ravinagda,base like goosebumps 🔥❤️‍🔥,8,0,0.0,0.545,0.455,0.3612,Positive
@trailblazer2001,Almost every song of this genre sounds better when slowed,9,0,0.0,0.749,0.251,0.3291,Positive
@trailblazer2001,Feels like a mysterious energy is about to dominate the universe and only I know about it.,1,0,0.0,0.749,0.251,0.3291,Positive
@trailblazer2001,The ending is scuffed but its okay 😄👍,1,0,0.0,0.749,0.251,0.3291,Positive
@BLINDhazard77,Bro your channel is very great 👍👍👍👍👍,6,0,0.0,0.577,0.423,0.659,Positive
@the__sportif560,Ouah mais c'est incroyable je ne sais pas si vous avez fait vous-même le remix mais incroyable 🔥,8,1,0.0,1.0,0.0,0.0,Neutral
@yzack6585,Потрясающие 🖤,117,3,0.0,1.0,0.0,0.0,Neutral
@AmanSingh-hj6ih,The beat is such a badass 🤌🏻,4,0,0.242,0.758,0.0,-0.1531,Neutral
@vkook_Lover224,When i am listening this i feels iam legend,11,0,0.0,1.0,0.0,0.0,Neutral
@rameshmehta4846,"Doctor: you have only 1 minuter what is your last wish.
Patient: I want to listen this song.
Doctor: but this song is nearly 2min and 30 second
Death: I will wait",23,1,0.156,0.757,0.087,-0.6542,Negative
@ZIYADINHO-,i very love this song I can't stand this  its  mighty love from saudi Arabia 💚🇸🇦,6,0,0.0,0.572,0.428,0.8746,Positive
@iamnot.obitoo,Listening this song make us feel like the villain 😈,60,2,0.275,0.534,0.191,-0.2732,Negative
@agrajamishra3618,Love this remix ❤️❤️❤️❤️,7,0,0.0,0.417,0.583,0.6369,Positive
@nawadafitness5973,Nobody nobody no .......... awesome song♥️♥️♥️♥️ Indian 🕉️ bihar nawada ❣️❣️❣️,7,0,0.144,0.588,0.268,0.4404,Positive
@Kim_selena1,I really love this song 💀❤️🔥,6,0,0.0,0.471,0.529,0.6697,Positive
@justicekagun9632,лучшая песня и биты 💓 просто чистые 🔥 это сильно бьет 🔥,0,0,0.0,1.0,0.0,0.0,Neutral
@Productions_By_Muji,"I go Jim, Jim is life , no love just Jim 😐",25,6,0.164,0.522,0.313,0.4588,Positive
@Theyluvleila,I love this song so much 🖤🖤🖤👽🌚💨,7,0,0.0,0.543,0.457,0.6369,Positive
@bhavagarwal1343,Addicted ❤️‍🔥,7,0,0.0,1.0,0.0,0.0,Neutral
@user-xm4ot7ue8k,This song gives different kind of vibe ❤,1,0,0.0,1.0,0.0,0.0,Neutral
@daviborges8960,"Muito top a música...
Vim pelo Instagram, vi a música em um Rells e amei. 👍👏👏",106,4,0.0,0.87,0.13,0.2023,Positive
@TPGaming00,They recommended me this song...I love it,2,0,0.0,0.455,0.545,0.7184,Positive
@Asadullah.10,0:14 is get me gosebumps,6,0,0.0,1.0,0.0,0.0,Neutral
@Eternal_trap_MUSIK,Топ как всегда,151,13,0.0,1.0,0.0,0.0,Neutral
@danielaroque5554,Muito massa essa música tem uma vibe um toque lindo 😍,81,6,0.0,1.0,0.0,0.0,Neutral
@krchd8048,I have been searching for you for a long time,1,0,0.0,1.0,0.0,0.0,Neutral
@Mariaf.h.mtalkingchannel,"Yo
That hit so hard 😈❤️‍🔥❤️‍🔥❤️‍🔥",5,0,0.272,0.728,0.0,-0.2183,Negative
@SKY_gamerOP,"Lyrics: I need a gangsta
To love me better
Than all the others do
To always forgive me
Ride or die with me
That's just what gangsters do
I'm fucked up, I'm black and blue
I'm built for it, all the abuse
I got secrets
That nobody, nobody, nobody knows
I'm good on, that pussy shit
I don't want, what I can get
I want someone, with secrets
That nobody, nobody, nobody knows
I need a gangsta
To love me better
Than all the others do
To always forgive me
Ride or die with me
That's just what gangsters do
My freakness is on the loose
And running, all over you
Please take me to places
That nobody, nobody knows
You got me hooked up on the feeling
You got me hanging from the ceiling
Got me up so high I'm barely breathing
So don't let me, don't let me
Don't let me, don't let me go
I need a gangsta (Gangsta, gangsta)
To love me better (Love me, love me better, baby)
Than all the others do (They do, they do, they do oh)
To always forgive me (Always forgive me)
Ride or die with me (Ride or die with me)
That's just what gangsters do (Do)",191,14,0.131,0.695,0.175,0.8383,Positive
@adithh_69,i played this song when I was home alone........ This song robbed my heart,5,0,0.0,0.821,0.179,0.34,Positive
@ILOVESUPERHERO.S,"Epic, Legendry, full Music Mode on 😎",3,0,0.0,1.0,0.0,0.0,Neutral
@ArcticWolfGamingYT,This is sick 🤯❤️‍🔥,7,0,0.524,0.476,0.0,-0.5106,Negative
@tinnapatil,When this song beats start my heart beat stops.,2,0,0.167,0.833,0.0,-0.1531,Neutral
@sandrapetit3502,"huh, i have so impressed, this music is amazing",4,0,0.0,0.435,0.565,0.8312,Positive
@W..VIDEOS,Nice edition 🤯,4,0,0.0,0.263,0.737,0.4215,Positive
@user-vf9bs5ln6l,Best remix so far 🕺👏🏽,9,0,0.0,0.488,0.512,0.6369,Positive
@Tekla_mikelashvili,I need 1 hour version 🥺,14,1,0.0,1.0,0.0,0.0,Neutral
@V69717,"Me:*driving at 160kmph*
*Brake fails*

Me: 0:01",4,1,0.0,1.0,0.0,0.0,Neutral
@aafrin.pchristopher7107,What a goosebumps,8,0,0.0,1.0,0.0,0.0,Neutral
@lookism777.,"i love music   
 ... black beatz",1,0,0.0,0.488,0.512,0.6369,Positive
@zooz9376,Listening this song I imagine myself in a manual car driving it fast asf 🖤🏴‍☠️,10,1,0.0,1.0,0.0,0.0,Neutral
@mdkaamil422,What a lovely song,5,0,0.0,0.345,0.655,0.5859,Positive
@hirdyanshigupta4763,This is the BADASS song i listen in my entire life,1,0,0.206,0.794,0.0,-0.3254,Negative
@Charlie_Smart,love you world number 1 Black Beatz,1,0,0.0,0.421,0.579,0.6705,Positive
@rukuahmedmunna,Awesome sound & base 🔥🔥🔥🔥,2,0,0.0,0.423,0.577,0.6249,Positive
@hus182,I love the melody ❣️,2,0,0.0,0.417,0.583,0.6369,Positive
@prestonfernandes1189,Secret that nobody knows🔥💯💯,4,0,0.0,1.0,0.0,0.0,Neutral
@sanjayoc,Confidence at its peak 🗿🎭,1,0,0.0,0.548,0.452,0.5106,Positive
@user-lt3cd7no2d,The best song I ever heard.  Thank for this song.,1,0,0.0,0.511,0.489,0.7717,Positive
@THBCODM,I love this thank you for what I needed for my bullying problem ❤❤,0,0,0.31,0.376,0.315,0.0258,Positive
@priyamkeshari563,You&#39;ll feel a heavenly connection.,2,0,0.0,0.429,0.571,0.6124,Positive
@kartikaytiwari3945,During this song I&#39;m ruling the world. after the song ends the world ruling me.,6,0,0.0,1.0,0.0,0.0,Neutral
@gwrezwan6674,Best song of black beatz channel. love from Bangladesh ❤️😍,1,0,0.0,0.488,0.512,0.8555,Positive
@Jaiki_shorts,THE BEST GOOSEBUMPS SONGS ☠️,1,0,0.0,0.448,0.552,0.7125,Positive
@Maglogar,The beat hits so hard that my friend told his dad he will get the milk,7,0,0.098,0.734,0.168,0.3256,Positive
@henriballa9275,Bro this made me the main character of my own story,2,0,0.0,1.0,0.0,0.0,Neutral
@pragyakumari9619,YouTube is best because of this channel ☺,0,0,0.0,0.588,0.412,0.6369,Positive
@aryanshukla6045,Fantastic 💥,8,0,0.0,0.0,1.0,0.5574,Positive
@FrostyPlayz75,Best song ever,4,0,0.0,0.323,0.677,0.6369,Positive
@mohammedarsalan905,After listening feels like attitude 🔥🔥😈,13,0,0.0,0.667,0.333,0.3612,Positive
@anujsethiya,Want a sped up version too !!,7,0,0.0,0.726,0.274,0.2225,Positive
@vihangikavindya7387,THISSSSS!!!!!🤤🥵♥️🔥,7,0,0.0,1.0,0.0,0.0,Neutral
@khushnoor7927,Hitting somthing different 🔥,0,0,0.0,1.0,0.0,0.0,Neutral
@_L.O.S.S_,"this song on 0.75×🥵🔥<br><a href=""https://www.youtube.com/watch?v=w-xC8TDe2Js&amp;t=10"">0:10</a>",19,4,0.0,1.0,0.0,0.0,Neutral
@jayaraju3178,Purrrrfect workout music 🔥🔥🔥🔥,2,0,0.0,1.0,0.0,0.0,Neutral
@07_ri9ku,It&#39;s tune is very satisfying 💞😍,4,1,0.0,1.0,0.0,0.0,Neutral
@07_ri9ku,I like this song 😍🤩,5,0,0.0,1.0,0.0,0.0,Neutral
@07_ri9ku,It&#39;s tune is very setishfiying 💞😍,0,0,0.0,1.0,0.0,0.0,Neutral
@devilenablegamer,1 hour version pls,2,0,0.0,0.606,0.394,0.0772,Positive
@hasan_war,O my God This Song Beats 🔥🗿💔,1,0,0.0,0.704,0.296,0.2732,Positive
@blink_elisa...zpt.....774,The beat awesome ☻ and the edit amazing ▪,2,0,0.0,0.388,0.612,0.836,Positive
@Mrpegasus861,"<a href=""https://www.youtube.com/watch?v=w-xC8TDe2Js&amp;t=135"">2:15</a> is for badass moments",9,0,0.242,0.758,0.0,-0.1531,Neutral
@PrincessBarfung,This is Freaking cool and amazing 😍 omg i love it 💗🎁,3,0,0.147,0.314,0.539,0.8176,Positive
@krisinggamer6554,I just feel goosebumps to listen this in only first time  ⚡⚡💯,0,0,0.0,1.0,0.0,0.0,Neutral
@sardorgang3923,NICE MUSIC❤,3,0,0.0,0.263,0.737,0.4215,Positive
@jordgaming2.0,Goosebumps music 🔥🔥🔥,0,0,0.0,1.0,0.0,0.0,Neutral
@yt-setting1690,Love from 🇧🇩,1,0,0.0,0.323,0.677,0.6369,Positive
@RoyalFanfics,Can I use this as background of my videos and not get copyright?,7,0,0.0,1.0,0.0,0.0,Neutral
@andreoliveirasantos9727,"Foda mano, só eu de brasileiro curtindo esse bit",17,4,0.0,1.0,0.0,0.0,Neutral
@shikhaarora3696,So powerful bro keep it up 💪💪,1,0,0.0,0.66,0.34,0.4754,Positive
@Codm545,Nice beat,1,0,0.0,0.263,0.737,0.4215,Positive
@S4AD_64,"<a href=""https://www.youtube.com/watch?v=w-xC8TDe2Js&amp;t=62"">1:02</a> &quot;knowwwwww&quot;that voice 🥶🥶",3,0,0.0,1.0,0.0,0.0,Neutral
@Moviesshorts0120,This song is a masterpiece.<br>Hit like if you agree👌,7,0,0.0,0.737,0.263,0.3612,Positive
@manueditsbymc4168,What a song miracle and the attitude coming bgm♥️ plz bro loop it make 1 hour what a power in this,1,0,0.0,0.758,0.242,0.6249,Positive
@AKT__KILWA,Very beautiful song❤🎉<br><br>🎉❤❤🎉,1,0,0.0,0.323,0.677,0.6361,Positive
@dharsanram2083,Красивый 🤞,4,0,0.0,1.0,0.0,0.0,Neutral
@fytechbd1934,Love from Bangladesh 🇧🇩❤❤,0,0,0.0,0.417,0.583,0.6369,Positive
@sahilkalyankar3062,Is this on Spotify?,9,0,0.0,1.0,0.0,0.0,Neutral
@vishalahirwar8505,"love this song:) <a href=""UCkszU2WH9gy1mb0dV-11UJg/X_zdXMHgJaPa8gTGt4f4Ag""></a>",2,0,0.0,0.488,0.512,0.6369,Positive
@AdityaGaming-gn1oe,Nice song ❤,3,0,0.0,0.263,0.737,0.4215,Positive
@haimulhukyaseen5741,This beat is for all circumstances of life fantastic beat❤❤❤,0,0,0.0,0.714,0.286,0.5574,Positive
@aser8770,PERFECT 🤩 MUSIC To listen on my AirPods,1,0,0.0,0.575,0.425,0.6633,Positive
@Lokezz04,1000% boost  your energy 😱🥵💪🏻💪🏻💪🏻,0,0,0.0,0.385,0.615,0.5859,Positive
@altair-harris9854,"The legends who knows they will win ahead , feels epic without the music",2,0,0.0,0.759,0.241,0.5859,Positive
@shabnamansari7024,I got goosebumps bro 💯💯🔥🔥🔥🔥🔥🔥❤️❤️,1,0,0.0,1.0,0.0,0.0,Neutral
@MayankSaraswat-bi7cc,0.75x speed is makes it perfect🔥,4,0,0.0,1.0,0.0,0.0,Neutral
@saifilyas88,legendary song,2,0,0.0,1.0,0.0,0.0,Neutral
@Maheshkumar-tx8en,Heart touching,1,0,0.0,1.0,0.0,0.0,Neutral
@airforceaspirant6241,Future Gov Employee ❤️,0,0,0.0,1.0,0.0,0.0,Neutral
@irlish_435,Лучший,3,0,0.0,1.0,0.0,0.0,Neutral
@kitchenmagic5464,This is insane bruuh,1,0,0.474,0.526,0.0,-0.4019,Negative
@user-cv2ee5wd5v,Gorgeous song🎉❤<br>I feel more stronger 💪❤❤,0,0,0.0,0.367,0.633,0.7841,Positive
@Naaz836,Just unstoppable 😎🥵🔥🔥🔥,0,0,0.474,0.526,0.0,-0.2023,Negative
@harshchaudhary886,Obsessed 💖,2,0,1.0,0.0,0.0,-0.1779,Neutral
@taurea4364,Bro this is on fire and im in love with this song😊,0,0,0.145,0.602,0.253,0.4215,Positive
@deltamsaziz3908,THANK YOU FOR GİVİNG THİS LOVE TO MY EARS,6,2,0.0,0.511,0.489,0.7717,Positive
@tamkinatjehan4884,Loved it ❤ make it for 1 hour 🔥♥️,1,1,0.0,0.606,0.394,0.5994,Positive
@km2k02,I&#39;m killing those dragons and demons with this one 🔥🔥🔥,0,0,0.328,0.672,0.0,-0.6597,Negative
@shubhanalam8493,Most dangerous song 🎵🎵😊,2,0,0.531,0.469,0.0,-0.5256,Negative
@romanfansclub6199,Perfect beats for Gymrats 🔥,0,0,0.0,0.448,0.552,0.5719,Positive
@nagulapallinarasimharao3008,Goosebumps!!,0,0,0.0,1.0,0.0,0.0,Neutral
@homemarvelmovieswithme5627,This Beat is Hitting Hard Than My moms Slipper,31,2,0.149,0.851,0.0,-0.1027,Neutral
@Mr.Adarshtiwari11730,This bits give me goosebumps,0,0,0.0,1.0,0.0,0.0,Neutral
@melodysanchez111,I LOVE THIS ❤️ 🤩,1,0,0.0,0.288,0.712,0.7125,Positive
@2misterss,Beat drops 💧 n You thought No one can beat me 👿🔥,0,0,0.196,0.804,0.0,-0.296,Negative
@itz_kyawaching,What a song 🤕🤒...<br>JUST WOW🖤😇😘,1,0,0.0,1.0,0.0,0.0,Neutral
@study-with-tooba,Goosebumps 😂❤,0,0,0.0,1.0,0.0,0.0,Neutral
@shajbag532,love this song really 😌❣️,1,0,0.0,0.488,0.512,0.6369,Positive
@aysel246,Amazing!Music❤,2,0,0.0,1.0,0.0,0.0,Neutral
@Kakashi_is_sus,This song is B.O.A.T<br>Baddest Of All Time☠️☠️☠️☠️☠️,2,0,0.0,1.0,0.0,0.0,Neutral
@coder_cse_student9465,❤ unbelievable beat 🪘,1,0,0.0,0.357,0.643,0.2023,Positive
@princesuhannsworld7730,This is Paradise for me,1,0,0.0,0.488,0.512,0.6369,Positive
@septemberRvsh,This song makes wanna turn into a villain  origin story,6,0,0.31,0.69,0.0,-0.5574,Negative
@harjinderkaur9653,This song has so epic beat,0,0,0.0,1.0,0.0,0.0,Neutral
@rajavardhanreddy4781,i never listen like this wonderful song,1,0,0.201,0.381,0.417,0.5048,Positive
@user-TRUELEGEND,🔥🥶,2,0,0.0,1.0,0.0,0.0,Neutral
@notgamexalpha1674,Goosebumps 🥶,0,0,0.0,1.0,0.0,0.0,Neutral
@Tanner001,Blasting in the car gonna be fire,1,0,0.286,0.714,0.0,-0.34,Negative
@madinabonudjuraeva6242,Bass naushnik bilan mezzayu balandga qo‘yib eshitsa🤤🤤,3,0,0.0,1.0,0.0,0.0,Neutral
@respect-amazing9735,Listen this song in speed of 1.5<br>Next level experience. 💯,2,0,0.0,1.0,0.0,0.0,Neutral
@CrazyBoy-hv2li,My favourite song ❤❤🎉,1,0,0.0,1.0,0.0,0.0,Neutral
@Aryansingh-jq3fp,energetic beat bro,0,0,0.0,0.408,0.592,0.4404,Positive
@ridhambhardwaj6920,All time best  🔥🔥🔥🔥 fire,2,0,0.25,0.312,0.438,0.4215,Positive
@tirthgora1020,"<a href=""https://www.youtube.com/watch?v=w-xC8TDe2Js&amp;t=57"">0:57</a> is the best part",2,0,0.0,0.543,0.457,0.6369,Positive
@oumaimaamiri2361,الأغنية ادمان😩🔥,6,2,0.0,1.0,0.0,0.0,Neutral
@Minecraft-X-123,OMG that goosebumps,0,0,0.0,1.0,0.0,0.0,Neutral
@kiran.21,This is very powerful cause kill my little sadness😊😊 and i entered in another world ( world of music)😍😘,1,0,0.215,0.651,0.134,-0.4349,Negative
@ayanasayyed,🌹hats off 😍😍😉😉,1,0,0.0,1.0,0.0,0.0,Neutral
@kaziautul9843,I like this song very much.😎😎,2,0,0.0,0.615,0.385,0.3612,Positive
@mdmahtab961,Nice mixing 😘,0,0,0.0,0.263,0.737,0.4215,Positive
@vanshrajsinhparmar3472,😈👿😈op song listen it in 0.75x speed 😈😈,8,0,0.0,1.0,0.0,0.0,Neutral
@anytalukdar6553,LOVE THIS SONG💜💜💞💞,1,0,0.0,0.323,0.677,0.6369,Positive
@Roblox_kpop9,This song is amazing and I feel like a I am a real character so relaxing 😎,1,0,0.0,0.464,0.536,0.8864,Positive
@abhjeetkumarsinha566,I love this tone,0,0,0.0,0.323,0.677,0.6369,Positive
@abbasbangash4451,"The song 🗿<br>The vibe🗿<br>The singer 🗿<br>The instrumental 🗿<br>The viewers 🗿<br>The song listener 🗿<br>The saver of the song🗿<br>The one who added this song in his playlist 🗿<br>The one who got motivated and went to gym after listening this masterpiece 🗿<br>The whole gym 🗿<br>All the gym equipments including the mats🗿<br>The gym shoes 🗿<br>The one who play this at gym🗿<br>All who listens it 🗿<br>All who get more excited to do more reps 🗿<br>The nerves of the body 🗿<br>The blood streaming at speed of light after hearing this<br>🗿<br>The comments🗿<br>The thoughts while writing this 🗿<br>My hands while typing this 🗿<br>The keyboard 🗿<br>The alphabets 🗿<br>YouTube 🗿<br>Thumbnail 🗿<br>Subtitle 🗿<br>This comment 🗿<br>Those who likes this comment 🗿<br>Those who comment in this 🗿<br>Those who start a convo in this comment 🗿<br>Those who comment &#39;🗿&#39; 🗿",214,16,0.012,0.878,0.111,0.9338,Positive
@shakibahamed2809,This tone is the badass of all time 🔥🔥,0,0,0.167,0.833,0.0,-0.1531,Neutral
@themadmanus,Just mind-blowing,1,0,0.0,1.0,0.0,0.0,Neutral
@NazmunNahar-ud4pe,&#39;MASTERPIECE&#39;,0,0,0.0,1.0,0.0,0.0,Neutral
@mjtvanshmehta6689,Got this masterpiece without search 😅,0,0,0.0,0.494,0.506,0.6249,Positive
@Zenitsu69969,This song is very good,1,0,0.0,0.556,0.444,0.4927,Positive
@dudeawesome8755,imagine being high on weed 500mg on caffeine + creatine and having bad trip while lifting PR at gym💀 rip weights,3,0,0.154,0.793,0.053,-0.5106,Negative
@Azaad_Gamer0_0,Best song ever 👑👑👑,1,0,0.0,0.417,0.583,0.6369,Positive
@AnimeRider,What a Bass 🔥🔥,0,0,0.0,1.0,0.0,0.0,Neutral
@KP_CREATION00,you are right we are the mastermind 😈😈😈,2,0,0.0,1.0,0.0,0.0,Neutral
@srinivashsrini5598,I love this 💘,0,0,0.0,0.192,0.808,0.6369,Positive
@indonesiaserver6293,The song make me motivated,0,0,0.0,0.571,0.429,0.4588,Positive
@lilytokiao9166,"<a href=""https://www.youtube.com/watch?v=w-xC8TDe2Js&amp;t=11"">0:11</a> The part you came for 💖",5,0,0.0,1.0,0.0,0.0,Neutral
@user-zb7qn8wj6q,The best song of the year,0,0,0.0,0.543,0.457,0.6369,Positive
@DarkLifeoffical12344,That was nice 😳🥶,1,0,0.0,0.517,0.483,0.4215,Positive
@ArshavFreax,Goosebumps,1,0,0.0,1.0,0.0,0.0,Neutral
@umranmalik83,I love this song bro ❤❤😊,0,0,0.0,0.488,0.512,0.6369,Positive
@Anjaliblogs7,Very nice😊😎 cool🤘,2,0,0.0,1.0,0.0,0.0,Neutral
