Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@BollywoodMashupIndia,"<b>I am single, but when i hear this type of songs, than i feel i am in love. This is power of music.❤</b>",10,0,0.133,0.663,0.205,0.3384,Positive
@BollywoodMashupIndia,<b>Fallen in love with this song. I so can relate to the movie as iam too a cancer patient so please everyone keep me in your prayers.</b>,2,1,0.133,0.663,0.205,0.3384,Positive
@elenakapralova8018,"I'm Russian and I recently saw this movie in the theater. It was a delightful song! My heart stopped and started  beating again. Thank you, India ❤",203,17,0.156,0.635,0.209,0.4003,Positive
@sri3771,I'm proud of you.... because this is done by my Telugu director...... Telugu people never forget our indian culture,420,11,0.0,0.781,0.219,0.5812,Positive
@MR11028,I’m a proud punjabi and an Indian 🇮🇳… what a song well done vanga Saab,13,0,0.107,0.592,0.302,0.765,Positive
@MR11028,Sher jeha rob Jatt da … vi thalle rakhda police sarkaari… hahaha lit… as a punjabi this song made me happy energetic and full of josh,5,0,0.107,0.592,0.302,0.765,Positive
@quasar6559,"For those who don't know Arjan Vaily , he was Arjan Singh Nalwa son of famed Sikh commander Hari Singh Nalwa of Sikh Empire. The warrior was known as Arjan Vaily . Arjan Singh Nalwa while fighting Brits in Anglo Sikh war when out of ammo , he along with other Khalsa army soldiers fought brits ferociously with hand axe( gandasa) . Another saga in the glorious brave history of Sikhs but not much told even to Indians. This is old Sikh folk song , people wouldn't even know this.",5015,143,0.08,0.845,0.075,0.128,Positive
@mjfan911,"guys, I'm tearing up. this is the punjabi music of my childhood. I had lost all hope in hindi music. but hats off to director who stood tall in his choice.
this is going to be an anthem for generations to come",309,1,0.039,0.915,0.046,0.0772,Positive
@kamalbajpai2729,Goosebumps 🔥🔥 perfect scene with perfect song 💯,207,2,0.0,0.403,0.597,0.8126,Positive
@patitadhanraj5477,"Such goosebumps comes whenever you hear this songs
Historical 🙏",3,0,0.0,1.0,0.0,0.0,Neutral
@rishavchopra7848,Finally someone in Bollywood who respected Punjabi folk music and created such a masterpiece...Huge props to Animal and it's team,5765,104,0.0,0.769,0.231,0.6249,Positive
@certifiedhoodclassic7833,"It's based on the Dhadi Vaar, war music created by Guru Gobind Singh Ji himself, during the Khalsa war against the Mughal Empire. Arjan vailly here is Arjan Singh Nalwa also known as Arjan vailly. Heard a lot of these in the Sikhli and punjab regiment",95,1,0.151,0.811,0.039,-0.7783,Negative
@TheBrainGuru,"This song and its meaning are reportedly connected to Sikh history.
The title “Arjan Vailly” is a homage to Arjan Singh Nalva, the valiant son of ""Hari Singh Nalva"".Legend has it that Arjan Singh, also known as Arjan Vailly, 
continued his father’s legacy of protecting Sikh states from the Britishers after Hari Singh’s demise.",54,1,0.0,1.0,0.0,0.0,Neutral
@divyamsingh579,In love with regionalism we must not forget unity at country level 💯💯💯,5,0,0.0,0.652,0.348,0.7065,Positive
@samidurai.1177,"I didn't understand a single meaning from this song. I am from Tamilnadu .when i listen this song, it  just pure  goosebumps🔥🔥🔥🔥🔥🔥..what a voice man and music hats off. I am addicted to this song.❤️❤️",79,2,0.0,1.0,0.0,0.0,Neutral
@Ranbirkapoorofficial..,THANKYOU GUYS FOR YOUR LOVE AND SUPPORT...KEEP ENJOYING!💓,3,0,0.0,0.609,0.391,0.6696,Positive
@BalwinderSingh-xl1bm,Hats off to Sandeep Reddy for bringing Punjabi folk to mainstream.,2733,17,0.0,1.0,0.0,0.0,Neutral
@Karmazov,"This song gives me goosebumps and takes me back to the 18th and 19th century Punjab when Sikhs were fighting against the Mughals, then against the Afghans, and then finally against the British in the plains of Punjab.",51,7,0.0,1.0,0.0,0.0,Neutral
@Karmazov,Finally a real and authentic Punjabi song featured in a Hindi movie.,2,0,0.0,1.0,0.0,0.0,Neutral
@SayantanMitra94,"This song gives you power. Real Punjabi music. My salutations to all the Gurus, the protectors of Bharat.",18,1,0.0,1.0,0.0,0.0,Neutral
@shaitansingh3717,Goosebumps 🔥,3,0,0.0,1.0,0.0,0.0,Neutral
@MO_69,Goosebumps while watching in theatres,83,0,0.0,1.0,0.0,0.0,Neutral
@RajanSingh-rf7er,This song is really just not really I haven't words to express my words❤,4,0,0.0,1.0,0.0,0.0,Neutral
@GurvinderSingh-qs9hs,I m a Punjabi... so glad to hear such a beautiful song describing the bravery.... the folk Punjabi music was always like this..  but it lost touch in recent past...  great lyrics and a beautiful voice of Bhupinder Babbal.... hatts off...,1738,15,0.059,0.596,0.345,0.9371,Positive
@user-fi8ly4cf1u,Such a motivational song ❤,3,0,0.0,1.0,0.0,0.0,Neutral
@krishnabhattacharjee332,And this is what we call a great Punjabi song ❤,3,0,0.0,0.661,0.339,0.6249,Positive
@reemadas4499,"This song was framed and sung by Guru Gobind Singh ji, being a history lecturer, I am just imagining the whole song with the war where Guru ji is singing and fighting the Mughals, imagining how Arjan Singh Nalva is fighting the Mughals and British like goosebumps!!!... ( P.S I am imagining, however it happened for real😮😮😮😮)",1,0,0.16,0.8,0.041,-0.8061,Negative
@ujjwalraosahab11,Finally someone in Bollywood who respected punjabi folk music and createdsuch a masterpiece huge props to animal and it's team,100,5,0.0,0.627,0.373,0.8591,Positive
@aryangadre9636,After 1 months still goosebumps,5,0,0.0,1.0,0.0,0.0,Neutral
@walkingronak,I am Gujarati and even I don't understand the lyrics of this song but I can feel the vibes and this song is pure goosegumps for me. This is the music we want.,1305,36,0.0,0.952,0.048,0.1154,Positive
@minionsigma,"This Is The Type Of Vibe That Is So Good, You Can’t Even Describe It",58,0,0.0,0.814,0.186,0.4927,Positive
@duncanfreeman1644,"It's not just a song, it's a warrior's anthem...",87,0,0.0,1.0,0.0,0.0,Neutral
@krarts8622,I love this song ❤,2,0,0.0,0.323,0.677,0.6369,Positive
@pradipsau3455,"Understand -0%😔
                  Love-100%❤️
                   Skill-100%😎
               Spunk-100%🔥
  Goosebumps -100%🔥
Love from Bengal ❤",10,0,0.0,0.682,0.318,0.6369,Positive
@Wayne55423,"What an acting by Ranbir, Bobby and everyone.. watching all brother singhs standing by Ranbir.. pure Goosebumps",0,0,0.0,1.0,0.0,0.0,Neutral
@gilltps,Goosebumps❤ Only the son of soil knows the real value of regional folks. Thanks to team Animal for showing the real character of Punjabi Folk Songs.,1082,3,0.0,0.819,0.181,0.6486,Positive
@yuvrajpawar3151,Incredible song🎵🎵,2,0,0.0,1.0,0.0,0.0,Neutral
@aviatorcrew389,"Wow ❤ am from Kerala, i loved this punjabi song so much 😍😍. Thanks to the creators and after watching movie, this song haunting me 😂🎉🎉.. 👌🏻👌🏻 i liked punjabi language too❤",43,0,0.053,0.604,0.344,0.9112,Positive
@rajju.,Proud to be Punjabi ❤,2,0,0.0,0.492,0.508,0.4767,Positive
@StudyMotion-np5kq,i love this song ❤❤❤,0,0,0.0,0.417,0.583,0.6369,Positive
@Babuselvan229,Mind Blowing 🔥,1,0,0.0,1.0,0.0,0.0,Neutral
@onelife1682,Im from Telugu...have been a great fan of such punjabi music...but bollywood missed it since longtime...our Vanga is bringing back..we know regional values,1382,12,0.075,0.614,0.311,0.7845,Positive
@charchaamanthan,"I love every Indian from any part of my beloved nation, its art and culture with lakhs of years of history",2,0,0.0,0.706,0.294,0.8176,Positive
@shiningmoon745,Love this song immensely. After reading about the sikh warriors story liking it even more. Salute to my sikh brothers...,34,0,0.0,0.723,0.277,0.7845,Positive
@shobhitprasad4421,This is what we call pure goosebumps 🔥🔥,38,0,0.0,1.0,0.0,0.0,Neutral
@adhambagaths5974,மொழிகள் கடந்து மூணு மூணு வைக்கிற பாட்டு... அருமை ❤❤,7,0,0.0,1.0,0.0,0.0,Neutral
@khushi_473,1:13 magical goosebumps❤🎉😮,1,0,0.0,1.0,0.0,0.0,Neutral
@unique_reeshi1792,"It's not a song, it's pure goosebumps ❤️🔥",993,9,0.0,1.0,0.0,0.0,Neutral
@rishikeshk.c5812,This song is starting to give me adrenaline boost ❤,22,0,0.0,0.748,0.252,0.4019,Positive
@granthgaming365,Wow vibes ❤❤,3,0,0.0,0.345,0.655,0.5859,Positive
@Heartbeatchannelz,After a long time.. All song which has a soothing romantic feel that touches the senses.. ❤,1,0,0.0,0.637,0.363,0.6908,Positive
@Heartbeatchannelz,Travalling + cool whether + light rain + with family+going to your dream way + this masterpiece = HEVEN,14,0,0.0,0.637,0.363,0.6908,Positive
@Heartbeatchannelz,Travelling+window seat+cool weather+light raining+ earphones+ eyes closed+ remember someone= best feeling ever❤,7,0,0.0,0.637,0.363,0.6908,Positive
@JyotiBai-ze5nj,Good to see Punjabi folk in Bollywood ❤,0,0,0.0,0.674,0.326,0.4404,Positive
@WanderWith_Rahul,Tribute to all Sikh Warriors❤. Ranbir Kapoor is living the Character|| Hats off to Sandeep Vanga Reddy Sir❤|| True Meaning of Animal Character,1084,20,0.0,0.887,0.113,0.4215,Positive
@oldvsnewbollywoodmashup,"*This song never gets old. No matter how much I listen to it, I never get bored.*",8,0,0.0,0.813,0.187,0.2472,Positive
@nirvanaj1010,"1:06 - 1:15 , what a powerful voice ,have listened to it a few times .  never heard this type of singing style  in any song . 👍👍👍",26,1,0.0,0.882,0.118,0.4215,Positive
@Mrbeastfan965,Every song of animal movie is great like kabir singh hatsoff director,6,0,0.0,0.602,0.398,0.765,Positive
@The_Denizen,My only question is....how did and why did Bollywood ingore such a strong song all these years,70,3,0.0,0.82,0.18,0.5106,Positive
@khushidrawingcraftpainting7964,I love this song❤❤❤❤❤❤,0,0,0.0,0.378,0.622,0.5095,Positive
@khushidrawingcraftpainting7964,So motivated song❤❤❤❤❤❤❤,0,0,0.0,0.378,0.622,0.5095,Positive
@amanbrar5977,"Hats off to Sandeep Reddy for bringing Punjabi folk to mainstream, also love to see real Punjabi sardar ji in the movie.",1070,5,0.0,0.833,0.167,0.6369,Positive
@jindagizindabaad7974,"Goosebumps ❤❤
As a Punjabi from Ayodhya ji truly speechless ❤❤❤❤❤❤",21,0,0.0,0.756,0.244,0.4404,Positive
@manishgarg8854,"Kudos to the singer and composer, this would not inly bring forth the greatest stories of Greatest warriors and their bravery, but also the rich cultural of land of revered Gurus. Waahe Guru",1,0,0.0,0.59,0.41,0.9571,Positive
@hindiremix8888,*Fallen in love with this song. I so can relate to the movie as iam too a cancer patient so please everyone keep me in your prayers.*,2,0,0.133,0.663,0.205,0.3384,Positive
@selina-uk1sl,Hail Our Great Sikh legends......Patriots of this country.........Indian from South🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,6,0,0.0,0.597,0.403,0.6597,Positive
@sweetleftyswing,"Fight scene reminds me of King Fu Hustle, love how it was choreographed with this song, especially the gang raising their weapons",9,0,0.315,0.556,0.13,-0.7184,Negative
@mmrinalm,"This is a first of its kind full blown Punjabi track in a bollywood film. It’s great to see that the lyrics are hardcore punjabi and have not been mellowed down to make them sound more like hindi, unlike many other punjabi songs that were modified to be adapted in bollywood. 

Superbly energetic music and equally energetic and uplifting lyrics.",1014,6,0.0,0.767,0.233,0.9441,Positive
@konthan12345,This song has been on repeat  since I saw the movie. Gives you goosebumps!,22,0,0.0,1.0,0.0,0.0,Neutral
@mdsahil796,Now it's time to upload the movie clip of this song just like they did for Abrar's entry 🔥🔥🔥,5,0,0.0,0.878,0.122,0.3612,Positive
@GamingwithEkroop,""" Teri oye"" give me goosebumps 🔥",3,0,0.0,1.0,0.0,0.0,Neutral
@kadvibaat50,My love for punjabi’s increased… Wonderful brotherhood and mind blowing song,19,0,0.0,0.533,0.467,0.836,Positive
@GulGeeOfficial,30days and still on #16 trending,2,0,0.0,1.0,0.0,0.0,Neutral
@The16varinder,I bow down to Guru Hargobind Ji (6th sikh Guru) who initiated dhadhi vaar (style used in this song) to fill His army with valor and courage to fight.,2159,23,0.082,0.818,0.101,0.1531,Positive
@bakhaitkumar6284,This is not just a song. It is war cry. Amazing,13,0,0.393,0.393,0.213,-0.4939,Negative
@roopnarayansharma9910,This song gives next level of energy and self-confidenceiden❤️❤️❤️,19,0,0.0,0.792,0.208,0.2732,Positive
@Specter_Editz,I don't understand the language but i heard this song 20+ times 🔥🔥 goosebumps 🔥🔥🔥,4,0,0.0,1.0,0.0,0.0,Neutral
@Cherry-hh1sg,This sounds so raw and so authentic. I hope such kind of Punjabi music is brought forth more often.,5,0,0.0,0.842,0.158,0.4902,Positive
@voilentguy,Wahe Guru Ji da khalsa wahe guru ji di fateh❤❤what a lovely and heart pumping song❤❤,64,0,0.0,0.787,0.213,0.5859,Positive
@user-kp5kn2jh5e,This scene blasted the theatre. Still getting goosebumps. 🔥🔥🔥,1243,5,0.0,1.0,0.0,0.0,Neutral
@kishoregoyal942,Love this song🎉,0,0,0.0,0.323,0.677,0.6369,Positive
@Thomas_Shelby3177,That initial siren goosebump 🔥,1,0,0.0,1.0,0.0,0.0,Neutral
@ishabargale3216,"Telugu director, hindi film, Punjabi music just loved it",0,0,0.0,0.672,0.328,0.5994,Positive
@abhilashhs6499,"Animal is Animal ...
What a movie ... fantastic movie ... absolutely loved it.",1,0,0.0,0.585,0.415,0.8313,Positive
@AvneetKaurSidhu.,So proud that he was from my village and my parents knew him well❤,9,0,0.0,0.793,0.207,0.5256,Positive
@themysteriousworld7676,"As a Punjabi, this is the first time I feel respected by bollywood❤

Edit: Credit goes to everyone in making of this song and movie and not making it mix of hindi and punjabi, This is how a proper punjabi song look like.😊",4297,111,0.0,0.87,0.13,0.6908,Positive
@chintanshah9776,"2:46 that killer look man, just mind blowing acting, Ranbir is no doubtly best actor across Bollywood for now.🔥🔥",5,0,0.243,0.599,0.157,-0.3182,Negative
@AnupamMukherjee316,This is pure gold.. lot of motivation in this song..,0,0,0.0,0.789,0.211,0.34,Positive
@pankajjangir565,nice song ❤❤,1,0,0.0,0.417,0.583,0.4215,Positive
@gauravbassiofficial9004,"As a Punjabi, i feel proud that Punjabi songs are well recognised in Bollywood",2938,75,0.0,0.658,0.342,0.6369,Positive
@SanjeevKumar-yg2zk,This Is Not a Song This Is Pure Warriers Anthem Goosebumps Song...🥰😍🤩❤️‍🔥❤💯💯💯,36,2,0.0,1.0,0.0,0.0,Neutral
@swarupcodes,The story of Arjan Velly gives goosebumps.,12,0,0.0,1.0,0.0,0.0,Neutral
@isiaanera2349,😢I love it 💓,0,0,0.0,0.323,0.677,0.6369,Positive
@sheetalgoyal3547,When I play the song on full volume my house is filled with vibe,14,0,0.0,0.833,0.167,0.34,Positive
@vishal8646,one of the power full voices,1,0,0.0,1.0,0.0,0.0,Neutral
@singhjasmeetchawla1,Only a regional director can understand the importance of keeping the legacy of a region intact. Great job Sandeep Reddy Vanga!,9271,148,0.0,0.648,0.352,0.8268,Positive
@OfficialRanbirKapoor,"THANK YOU GUYS FOR YOUR AMAZING SUPPORT, KEEP ENJOING! 💓💗",8,0,0.0,0.599,0.401,0.7717,Positive
@OfficialRanbirKapoor,"THANK YOU GUYS FOR YOUR EXTRAORDINARY SUPPORT, KEEP ENJOYING 🖤💥",43,0,0.0,0.599,0.401,0.7717,Positive
@OfficialRanbirKapoor,"THANK YOU GUYS FOR YOUR AMAZING SUPPORT, THIS SONG! 💓 KEEP ENJOYING 🕺",3,0,0.0,0.599,0.401,0.7717,Positive
@OfficialRanbirKapoor,"THANK YOU GUYS FOR YOUR AMAZING RESPONSE, THIS SONG! 💓 KEEP ENJOYING 🕺🕺",8,0,0.0,0.599,0.401,0.7717,Positive
@OfficialRanbirKapoor,"THANK YOU GUYS FOR YOUR AMAZING SUPPORT, KEEP ENJOING! 💓💗",6,0,0.0,0.599,0.401,0.7717,Positive
@OfficialRanbirKapoor,&quot;Such an amazing experience working on this song! Grateful for all the support and love from my fans. Hope you all enjoy it as much as I enjoyed being a part of it!&quot;😊,1,2,0.0,0.599,0.401,0.7717,Positive
@OfficialRanbirKapoor,Thank you all for the love towards the music of ANIMAL 🫡🙏❤,3,0,0.0,0.599,0.401,0.7717,Positive
@ranjanasingh762,Im glad that this song has reached around 67m views! I m so proud to hv a mamu like bhupind babbal💗,6,0,0.0,0.556,0.444,0.8802,Positive
@musiciscreation6693,Too too good ! Love this epic composition Arjan Vailley,0,0,0.0,0.745,0.255,0.6988,Positive
@musiciscreation6693,this is a power packed song1 Love the Punjab! and thier Music...lively and gives ur a kick!,5,0,0.0,0.745,0.255,0.6988,Positive
@sandeepsubramanian4375,Massive music🎉🎉🎉,1,0,0.0,1.0,0.0,0.0,Neutral
@sparten89,Just now watched in IMAX just awesome at this movement its pure goosebumps. ❤❤❤,10,0,0.0,0.76,0.24,0.6249,Positive
@sangeetaverma5602,Very Very Very Very Nice Song 🎉🎉🎉❤❤,1,0,0.0,0.623,0.377,0.5625,Positive
@shivanandjadon2000,This song&#39;s every word gives energy to whole body,0,0,0.0,0.792,0.208,0.2732,Positive
@hitesh05,Felt goosebump.,0,0,0.0,1.0,0.0,0.0,Neutral
@gallicricket,I&#39;m from Telangana like the director Sandeep reddy vanga..so proud he picked this authentic Punjabi folk and made the whole of north India especially sikh brothers emotional and Happy..,1570,23,0.0,0.777,0.223,0.7553,Positive
@gorakhnathdukare6939,This song it&#39;s song it&#39;s emotion to guru govind singh ❤,1,0,0.0,1.0,0.0,0.0,Neutral
@boss6139,Goosebumps 😮,0,0,0.0,1.0,0.0,0.0,Neutral
@swapnildaware6833,Just Google about &quot;Arjan Vailly&quot; you&#39;ll get Goosebumps just reading about him🔥🔥,0,0,0.0,1.0,0.0,0.0,Neutral
@jims3579,Being a Punjabi ..it&#39;s really a proud moment to hear dis song in dis  high budget movie starring Ranbir Kapoor ...I&#39; was super happy at d same time I was in tears where I heard d lyrics ...typical Punjabi language is used ...sooo happy to see our Punjabi language is making its mark globally.. Eagerly waiting to see dis movie n I really want to listen dis song on d bigggg screen...,854,20,0.025,0.729,0.246,0.9516,Positive
@deepworld7,Thank you Sandeep Reddy Vanga for including the regional songs marathi one was also dope.,10,0,0.0,0.848,0.152,0.3612,Positive
@faizalmohamedfenaaz5062,This song is so lit..such a adrenaline pumping vibes..,5,0,0.0,1.0,0.0,0.0,Neutral
@Bangtangirl-family,Playing on loop 😎🙏🇮🇳🚩,1,0,0.0,0.625,0.375,0.2023,Positive
@PrakharMishra-lx4xx,Beauty of India perfectly showed in this song. Director is from tollywood and by perfection he made this song ❤❤,5,1,0.0,0.592,0.408,0.9136,Positive
@awesmirza,Energetic song for the youngsters.,2,0,0.0,0.58,0.42,0.4404,Positive
@Nv021,Heartfelt thanks to Shri Bhupinder Babbal Ji for having such a wonderful and loud voice. ❤❤,780,6,0.0,0.543,0.457,0.8779,Positive
@kumarassociates3039,"Every song is superb from this movie, Sandeep Reddy Vanga took all the great singers and that&#39;s the result<br>Bhupinder Babbal<br>B Praak<br>Arijit Singh",9,0,0.0,0.709,0.291,0.8481,Positive
@AG_GAMER7,❤ masterpiece love this song proud to be Punjabi love you India,1,0,0.0,0.31,0.69,0.9485,Positive
@evaanparmar8446,Now after a long era .. Bollywood showed something epic.❤,3,0,0.0,1.0,0.0,0.0,Neutral
@surajk5102,Some people need Frooty to gain energy... some needs Red bull but legends doesn&#39;t need any kind of drinks if they have been once listen this song they will charge full energetic 😂🔥⚡️,3,0,0.0,0.837,0.163,0.7227,Positive
@SasaTan-sd4kz,Ranbir isn&#39;t just playing; he&#39;s really living that character. It gives me so many goosebumps.,514,3,0.0,0.886,0.114,0.2023,Positive
@VanshGS.-jv9rv,"After listening the song, I will feel proud to be indian",0,0,0.0,0.744,0.256,0.4767,Positive
@notanubhavx,full goosebumpssss!!!!!!!!!!!!!!!!!!,1,0,0.0,1.0,0.0,0.0,Neutral
@SS-GAMING-IP-zg7fr,This song give confidence 🔥🔥,0,0,0.0,0.548,0.452,0.5106,Positive
@ruchisoni2866,Listening to it on loop! ❤,2,0,0.0,1.0,0.0,0.0,Neutral
@JasleenKaurRathour,Hats off well done what a great folk music before this song I have listened to this type of song in yaara ve movie it was also great the name of that song is mirza 🥰🥰 <br>First time i loved a song very much from Bollywood that i have listen it more the 2 times 🥰🥰😍,7,0,0.0,0.764,0.236,0.9349,Positive
@saikirankondra4208,This song is one of those examples why Punjabis are are called warrior clan. This song gives me goosebumps everytime the guy shouts &quot;chak oye&quot;. Extremely happy that a folk Punjabi song has made its way into this movie and not a regular tacky punjabi song.,887,35,0.0,0.915,0.085,0.6115,Positive
@abinantony1906,Another level of connection ❤,0,0,0.0,1.0,0.0,0.0,Neutral
@macchau6859,I always beleived tht punjabi music is much more than daru ... yes it is... this song is  masterpiece,3,0,0.0,0.702,0.298,0.7783,Positive
@HarshalBaisane,"<a href=""https://www.youtube.com/watch?v=zqGW6x_5N0k&amp;t=150"">2:30</a> Did anyone missed this scene or it was not there in the movie",4,0,0.136,0.864,0.0,-0.296,Negative
@shounaksen3336,"Bengali grew up in Delhi.. Never liked Punjabi rock per se, but this song gives goose bumps.. Great job",11,0,0.069,0.699,0.232,0.717,Positive
@krishnacomicschourasia,Mast song❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@RelaxxAndSleeep,"We Telugu people not only love and greatly value our culture. But we also embrace, lift and welcome each and every regional culture of our great country. Jai Shri Guru Gobind Singh Ji🙏🏻🚩⚜️",9309,260,0.049,0.627,0.324,0.9226,Positive
@kapala4581,Amazing ❤,0,0,0.0,0.0,1.0,0.5859,Positive
@SajjadKhan786,"This is real Punjabi, loved it glad to see bollywood showing real punjabi culture.",6,1,0.0,0.635,0.365,0.7845,Positive
@akshithvijaykumar3779,I’m Telugu and I’m addicted to this song,0,0,0.0,1.0,0.0,0.0,Neutral
@akshithvijaykumar3779,Im addicted to this song,3,0,0.0,1.0,0.0,0.0,Neutral
@81179venky,This song and movie is like a drug…absolute masterpiece.,0,0,0.0,0.476,0.524,0.765,Positive
@niksgp,"What a Bollywood couldn&#39;t do as a hindi film industry, a Telugu director did it being a non hindi; he presented the most authentic Punjabi song.",1369,26,0.0,1.0,0.0,0.0,Neutral
@KapilDev-bo6vs,I am in Tamilnadu but this song 100 time wacting really super❤❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@shivamupadhyay3862,This song will break the Internet For Sure❤🤷🏻,4,0,0.0,1.0,0.0,0.0,Neutral
@avexdl9501,"<a href=""https://www.youtube.com/watch?v=zqGW6x_5N0k&amp;t=11"">0:11</a> when he says &#39;Chak oyeee&#39; it give goosebumps in GYM💪    (play this song in GYM on full volume and feel the goosebumps and different vibe, i bet-it can help you for give best practice session in GYM)",0,0,0.0,0.839,0.161,0.7845,Positive
@sid3924,Goosebumps,1,0,0.0,1.0,0.0,0.0,Neutral
@shashiveersharma9307,Being Punjabi it&#39;s glad to hear folk Punjabi song describing the bravery in Bollywood movies ....  great lyrics and a powerful  voice of Bhupinder Babbal.... keep it up...,893,9,0.0,0.637,0.363,0.9201,Positive
@conanmukherjee5958,"Don&#39;t need the meaning.. <br>awesome flow.. fabulous singing.. <br>folk songs enchant like nothing...<br><br>As an Indian, I am blessed to enjoy such compositions of diiferent lands!!",25,0,0.0,0.596,0.404,0.9272,Positive
@sumitghosal5648,Real goosebumps.... What a song... What a movie...,12,0,0.0,1.0,0.0,0.0,Neutral
@404nikhil,This song historically and originally belongs to the Great Guru Arjan Dev Ji 🙏,30,2,0.0,0.745,0.255,0.6249,Positive
@thechristianrevolution8568,I am a tamilian....even though i cant understand punjabi this song gives me a feel to do impossible things❤️‍🔥and everybody here likes punbaji songs coz its a vibe we colloquially say punbaji folk as bale bale song😅,3,0,0.0,0.917,0.083,0.4215,Positive
@pratik_-singh,I really love this song because this song is motivational❤.,0,0,0.0,0.64,0.36,0.6697,Positive
@pratik_-singh,I really love this song because this song is motivational❤.,4,0,0.0,0.64,0.36,0.6697,Positive
@rahulmajumder2689,"I just played this song loudly, my neighbour complained to police... Police came, hear this masterpiece for 10 times then arrested my neighbour...... <br>Truly a masterpiece chartbuster 🔥",441,24,0.153,0.527,0.32,0.81,Positive
@achalsingh0110,"Unbeatable,   unfeelable ❤",11,0,0.0,1.0,0.0,0.0,Neutral
@ajaydalaya2195,This motivates me to end my enemy within which is fear.,0,0,0.427,0.573,0.0,-0.7717,Negative
@shiv__singh,"Ranbir Kapoor,<br>What a great acting.<br>Ever after 15 days of watching Animal.<br>I can&#39;t get over it.<br>Just outstanding Ranvijay Singh🔥🔥❤",1,0,0.0,0.649,0.351,0.8442,Positive
@suhanawadhwani4934,That line o Lelo Lelo ho jayge my family just Vibed 😂❤ this is a masterpiece 🎉,3,1,0.0,0.76,0.24,0.6249,Positive
