Author,Comment,LikeCount,ReplyCount,neg,neu,pos,compound,Label
@EBCOMPANY_09,Bantai Fans Attendance Lagao 🐐📈,21,0,0.0,1.0,0.0,0.0,Neutral
@itz_genius,8:28 Carry bhai 😁😁,257,2,0.0,1.0,0.0,0.0,Neutral
@KeshavAgarwal-hd3nx,BANTAI KO LAGELI BHOOKH 🔥🔥😅🤣,7,0,0.0,1.0,0.0,0.0,Neutral
@ChallengerFireRaj,"0:19 ""Bro is Too Frankly than other "" 🙂👍",63,1,0.0,1.0,0.0,0.0,Neutral
@Hopcut-e6m9i,Bantai ko lageli bhook👀,120,1,0.0,1.0,0.0,0.0,Neutral
@Roneysinghrajput,Purav +carry= new era 😊😊😊❤,88,0,0.0,1.0,0.0,0.0,Neutral
@vaibhavrathore2235,2:44 harsh bhai se bada set ha kya 😂,14,0,0.257,0.531,0.212,-0.128,Neutral
@lalu_143,Bantai ko lageli bhook 😅,7,0,0.0,1.0,0.0,0.0,Neutral
@technothanks5064,Purav bhai emiway bantai k traf se bohot pyaar ❤,6,0,0.0,1.0,0.0,0.0,Neutral
@shekharlahuravte,best collab this year goes to purav and carry🥵😉,87,1,0.0,0.656,0.344,0.6369,Positive
@devise2641,"Its shows how carry is professional 
Great job purav bhai",16,0,0.0,0.652,0.348,0.9042,Positive
@devise2641,The respect <br>Purav bhai love u yr <br>Feels blessed ki aap log jeson ka mein content dekh ta hun 🫡🫡<br><br>Na ki un chapri ka 😂😂,0,0,0.0,0.652,0.348,0.9042,Positive
@hululululu_97,7:46 dosto ja rhe hai last shot lene 🌚🌚,44,1,0.0,1.0,0.0,0.0,Neutral
@Rohit_ke_reaction,Finally Collab With Carry Bhai ❤💪🔥,194,9,0.0,1.0,0.0,0.0,Neutral
@aliya_thv,That *garam hai Garam hai *😂😂,133,4,0.0,1.0,0.0,0.0,Neutral
@aliya_thv,50 shades of purav jha 😂,27,0,0.0,1.0,0.0,0.0,Neutral
@ashutoshshukla007,4:48 Sasta Jack Sparrow 😂,25,0,0.0,1.0,0.0,0.0,Neutral
@Vivekji0007_g,2:34 laga jaise real mai Dolly agaya 😂😂😂,25,0,0.0,1.0,0.0,0.0,Neutral
@quickupdates410,"2:35 pr ekdam se sach m aisa lga bc yeh ""dolly chaiwala"" kaha se aa gya 🤯😅",28,0,0.0,1.0,0.0,0.0,Neutral
@officialmahesharya,Machayenge 4 Wala Line ✨🔥,37,0,0.0,1.0,0.0,0.0,Neutral
@classified_yt457,Bantai ko lagelii bhook 💥🔝,74,0,0.0,1.0,0.0,0.0,Neutral
@Iloveyou14345,Love from bkp ❣️🫂,6,0,0.0,0.417,0.583,0.6369,Positive
@Masum534,Garam Hai garam Hai 😂,62,1,0.0,1.0,0.0,0.0,Neutral
@Beda6969,5:09 😂😂,42,0,0.0,1.0,0.0,0.0,Neutral
@Iamok7,Purav and carry acting is next level Yar 😮😮,7,0,0.0,1.0,0.0,0.0,Neutral
@nandanvbedre,Emiway bantai 🔥🔥🔥,5,0,0.0,1.0,0.0,0.0,Neutral
@gurkhawarrior9931,2:06 बेल्ट लगाया करो ✅👍️,45,0,0.0,1.0,0.0,0.0,Neutral
@abhijeetprakash7062,Talented people like you should be appreciated ❤🎉,7,0,0.0,0.355,0.645,0.8442,Positive
@Putin_TheKattarRussian,"I used to watch CarryMinati, but later I got bored of his repetitive content, and many of my friends did the same. However, after rewatching his videos, I can say that he is now working on versatility and perfectly portrays the role of each character.
Good work by Carryminati and PuravJha bhai tussi ta great ho ji ❤",3,0,0.071,0.661,0.268,0.9538,Positive
@Rajveer_Singh68,0:50 Padhne likhne ki Umar me Yaha shoot maari ja rahi hau😂😂,11,0,0.179,0.821,0.0,-0.34,Negative
@AMAN_SHAKYA_27,6:39  bhai aapko laga hoga jayada time le rhe hai kyon ki aap duse ki shoot par gye the to jayada pata nahi hota hai lekin aap apni video banate ho to aap ko paha hota hai ki next move kya hai to jaldi lgta hai 👍🏻👍🏻♥️,8,0,0.05,0.95,0.0,-0.34,Negative
@lamijade-vb7pg4tt8e,"Bantai ko Lageli bhook...
Epic Machayenge 4 line 😂",3,0,0.0,1.0,0.0,0.0,Neutral
@Jeenvi387,😍Thank You Everyone and Your Family for the love of God and this Country❤🙏💖,2,0,0.0,0.656,0.344,0.743,Positive
@heyshaikhnehal,1:43 Ye meme banega abh 😂 ( me to excited ho raha hu bhai full power 🌝 ) Like toko❤,28,0,0.0,0.741,0.259,0.5994,Positive
@armankhanvlogs786,Kya baat hai dono legend saat me ♥️💫,11,0,0.0,1.0,0.0,0.0,Neutral
@theartfulexplorer2053,I never had an idea that even a YouTube video is shot in such a professional setup... The hard work you guys did for this mast piece can be seen here .,3,0,0.049,0.951,0.0,-0.1027,Neutral
@seemachandel138,Ichhadhari purav jha😂😂❤,16,0,0.0,1.0,0.0,0.0,Neutral
@tusharjha3868,Machayenge 4 Male Version 🫂,2,0,0.0,1.0,0.0,0.0,Neutral
@Meethewoo927,Bantai Ko Lageli Bhook 😂😂,5,0,0.0,1.0,0.0,0.0,Neutral
@shyamsoni-vd2hn,"5:47 just like real dolly 😅❤
Respect for purav jha❤",29,0,0.0,0.588,0.412,0.6808,Positive
@Kashif_gaming,Mujhe bilkul bhi anubhav nhi tha ki..... Behind wala scene aayega 🙈,13,0,0.0,1.0,0.0,0.0,Neutral
@sbackreaction5446,Bantai ke public ❤carry❤bhai,1,0,0.0,1.0,0.0,0.0,Neutral
@shridayalyadav4492,Bantai ko lageli bhook but doli toh chaiye bechta hai,3,0,0.0,1.0,0.0,0.0,Neutral
@Enimen01,7:53 elvish yadav 😂😂😂,14,0,0.0,1.0,0.0,0.0,Neutral
@AjeetSoren-dc1ez,बहुत मेहनत करते हो भाई लोग😊आपके इस काम को सलाम है🙏😍,1,0,0.0,1.0,0.0,0.0,Neutral
@investment562,Carry Bhai kha makeup bahat badiya tha,1,0,0.0,1.0,0.0,0.0,Neutral
@atwalsaabji74,Bhaai dono kaa pyaar kheech layaa bas..🙈💝..🍻,7,0,0.0,1.0,0.0,0.0,Neutral
@petergomes-gx1wm,Asia kai one the most subscribed channel kaa shoot hai... Bada toh hoga hi.. 💯🔥🔥,4,0,0.146,0.854,0.0,-0.34,Negative
@XSHUBH1,PuravJha❌  Indian Speed✔️,4,0,0.0,1.0,0.0,0.0,Neutral
@ghostofdas,"Love you purav bhai..
You nailed it..bohut maja aya dekhke😂",2,0,0.0,0.682,0.318,0.6369,Positive
@Won_gaming69,5:40 funniest,54,1,0.0,0.217,0.783,0.5574,Positive
@Anil_kTR,Top par jayega ye YouTube me vo bhi India me ❤❤ lots of love ❤️❤️,3,0,0.0,0.684,0.316,0.7184,Positive
@chalisemilan,"this big set for  3 minute scene
hatss off brother 
loved it",3,0,0.0,0.719,0.281,0.5994,Positive
@brunothelabrador4970,Bantai ko lageli bhookh😂😂😂,2,0,0.0,1.0,0.0,0.0,Neutral
@Egyptian_pharaoh_sukuna_1000,"""One cup chai please""",50,6,0.0,0.566,0.434,0.3182,Positive
@deobhardwaj1828,9:07 best 😂,5,0,0.0,0.192,0.808,0.6369,Positive
@Editingmovie1,The best Collab of all time purva jha and carry bhai❤❤,0,0,0.0,0.704,0.296,0.6369,Positive
@stellastyless,Sir you are supperrr talented!!!💢🔥,4,0,0.0,1.0,0.0,0.0,Neutral
@bittuloveyou3,Best video in the YouTube ❤ best wishes and love from Nepal 🎉❤,4,0,0.0,0.36,0.64,0.9349,Positive
@amanrajshortsYT,Next level ka acting krte hain #Purav Bhai ❤👌👌👌,1,0,0.0,1.0,0.0,0.0,Neutral
@GURMEET30,2 legend ek sath.,1,0,0.0,1.0,0.0,0.0,Neutral
@Haryanvishorts0001,Carry x purav❤,5,0,0.0,1.0,0.0,0.0,Neutral
@navkaran.32bor97,Please like for purv and carry,13,0,0.0,0.455,0.545,0.5859,Positive
@ankurdubey8108,Purav bhai ne mehnat se apna time badla hai ❤,2,0,0.0,1.0,0.0,0.0,Neutral
@Mukesh_5x,Bantai Ko Lageli Bhookh 5:17,1,0,0.0,1.0,0.0,0.0,Neutral
@Mukesh_5x,"Pinkie Ko Kyu Toda 😅 <a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=317"">5:17</a>",1,0,0.0,1.0,0.0,0.0,Neutral
@Mukesh_5x,"Emiway Bantai - M4 <a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=317"">5:17</a>",1,0,0.0,1.0,0.0,0.0,Neutral
@bsdk_tmkc,4:59 😂😂❤❤,19,0,0.0,1.0,0.0,0.0,Neutral
@tusharthakur8297,4:39 thodi si uski fti rehti hai 🤣,4,0,0.0,1.0,0.0,0.0,Neutral
@PAYALDAWAR02,Bahut mast Purav sir ❤❤❤❤,1,0,0.0,1.0,0.0,0.0,Neutral
@kingcarryneeraj,"Maza agya , nice acting Purva bahi and #Carrybahi ki video dekh m apko Jana ❤❤😊😊",1,0,0.0,0.823,0.177,0.4215,Positive
@ft_hkhoney,Purav bhai + carry =comedy on fire,2,0,0.324,0.676,0.0,-0.34,Negative
@Mikestalk937,Purav bhai 4:51  look like carabian of pirets ka caption jack love from jinda londa,7,0,0.0,0.66,0.34,0.7717,Positive
@aakashagarwalagarwal2526,Purav and carry not falls entrainment 🧡🔥,1,0,0.0,1.0,0.0,0.0,Neutral
@ajaysharma8211,"Bhai apki manvswild Cid BEKar Laagi 
But Dolly Chaitali achi content thoda achi story Lao ❤❤❤",2,0,0.0,1.0,0.0,0.0,Neutral
@ajaysharma8211,Bhai apki manvswild Cid bear lagi <br>But Dolly Chaitali achi content thoda achi story Lao ❤❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@ego_freindliy0508,1:56 pe seedhe maut waale calm ki baat hori kya dolly bhai 😂,4,0,0.0,0.827,0.173,0.3182,Positive
@ShivamG07,Bhai aise hee parody banaya kro.😂😂,4,0,0.0,1.0,0.0,0.0,Neutral
@user-sh4gn4lp2z,Best Collab of 2024❤,1,0,0.0,0.417,0.583,0.6369,Positive
@Alok_chouhan,Machayenge 4 ❤,2,0,0.0,1.0,0.0,0.0,Neutral
@Alok_chouhan,Emiway bantai fans ❤,10,0,0.0,1.0,0.0,0.0,Neutral
@user-lb2kd6dy8m,Coco wala dialogue miss ker diya 5:41 main video m,4,0,0.167,0.833,0.0,-0.1531,Neutral
@dailyyoutube676,1:07 mujhe laga abb Rohit khatri roast hoga😂,3,0,0.0,1.0,0.0,0.0,Neutral
@quickmysteryunboxing,"Purav bhai sach bolna - aap bahaut serious the apne kaam ko leke mujhe to carry ki video dekh ke laga tha ki aap bahaut normal aur easy se kr rahe the lekin behind the scene bahaut nervous the, real hard work aaj pata chala apko bade creator ke saath kaam kr ke",0,0,0.086,0.862,0.052,0.0258,Positive
@NikhilChawriya-id6ie,Huge respect for Carry And Purav,1,0,0.0,0.426,0.574,0.6597,Positive
@killergamingyt769,8:48 life aise hii hai 😢😢😢,11,0,0.0,1.0,0.0,0.0,Neutral
@EntertainmentSector,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=255"">4:15</a> ye dekho yaha carry ke alag lavel ke kaam chal rahe hai  kon lagta uss mand buddhi ajaj khan ke mu",14,0,0.0,1.0,0.0,0.0,Neutral
@Manav0.78.,Machayenge 4 bhai bhi bkp yeh❤❤❤ek no.,2,0,0.306,0.694,0.0,-0.296,Negative
@mihirkachhawa5488,Carry bhai +billgates avatar = op😎😎😎,0,0,0.0,1.0,0.0,0.0,Neutral
@ShiviiiVlog,"Thankyou for 100 view ♥️ 110 kar doge kya..??😅 <a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=19"">0:19</a>",20,0,0.0,1.0,0.0,0.0,Neutral
@PriyanshFacts1M,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=517"">8:37</a> yeh yahan kiya kar raha hai 😅",7,0,0.0,1.0,0.0,0.0,Neutral
@FuryBlade09,Well done brother keep it up.. apki video mast hoti hai ❤,0,0,0.0,0.826,0.174,0.2732,Positive
@DADA_KHURAFATI,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=410"">6:50</a> yaha pe purav bhai thode sa mortal jaisa behave kar rahe the😅",5,1,0.0,1.0,0.0,0.0,Neutral
@amitchoudhary5861,Purav bhai on fire,2,0,0.444,0.556,0.0,-0.34,Negative
@theuniquekunal1,Ek dam same to same dolly lag raho video me bhai ...i enjoyed it 😂😂😂❤❤❤❤❤,0,0,0.128,0.695,0.176,0.2263,Positive
@babulusahu5701,Yaar aap Kam production mai in se jyada accurate content nikal lete ho . Salute hai bhai,1,0,0.0,1.0,0.0,0.0,Neutral
@user-et2ux7os4s,Bhajan video dekhkar maja a Gaya😂😂😂😂😂,3,0,0.0,1.0,0.0,0.0,Neutral
@ms.dhulekar9628,Purav &amp; Shivam 😂,3,0,0.0,1.0,0.0,0.0,Neutral
@SEMJEN_yt,Carry ne bhai ki kismat badaldi ❤,0,0,0.0,1.0,0.0,0.0,Neutral
@money3707,Carry ka shooting set-up is next level,0,0,0.0,1.0,0.0,0.0,Neutral
@Rahulrvhl-xn7wj,Carry Bhai jindabaad 👑,3,0,0.0,1.0,0.0,0.0,Neutral
@Jainilnagar-wu8wg,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=325"">5:25</a> Kya hi acting kara carry..😂😂 <br>Beat parody purav x carry❤❤",4,0,0.0,1.0,0.0,0.0,Neutral
@AnishRana-xt2do,2024 is full of unexpected collaboration 😂❤,1,0,0.0,1.0,0.0,0.0,Neutral
@Positive-thinker.07,Aaaaab vai k bada log hone ka time aaageya❤,0,0,0.0,1.0,0.0,0.0,Neutral
@pavanbedare6557,Bhai maja agaya....,3,0,0.0,1.0,0.0,0.0,Neutral
@aniketdhurve1384,Bhot maza aaaya😅😇,3,0,0.0,1.0,0.0,0.0,Neutral
@mrfactphilic2377,Bantaaiiiii 💟 King Of Indian Hip-Hop 🔥✨❤,1,0,0.0,1.0,0.0,0.0,Neutral
@richierich-2,inke makeup artish ko salam 😂😂😂😂👌👌,1,0,0.0,1.0,0.0,0.0,Neutral
@haveagooday3,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=190"">3:10</a> Marilyn Monroe pictures on the wall &lt;3!",2,0,0.0,1.0,0.0,0.0,Neutral
@The_truthtales,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=1"">0:01</a> 😂😂😂",7,0,0.0,1.0,0.0,0.0,Neutral
@atozstatusvideo1519,Harsh beniwal and you are fantastic ❤,0,0,0.276,0.381,0.343,0.1779,Positive
@ThisisAlfaiz786,KILLLLLLLED IT 🔥 YOUR VIBE IS AMAZING ❤️,0,0,0.0,0.57,0.43,0.6739,Positive
@smurfz202,Thank you for 10k likes❤,4,0,0.0,0.615,0.385,0.3612,Positive
@shubhamjoshivlogs1245,Choko lega ....hm....😂😂😂😂,3,0,0.0,1.0,0.0,0.0,Neutral
@steve_peggy,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=126"">02:06</a> haters se pehle hi bol diya😂😂",2,0,0.314,0.686,0.0,-0.4939,Negative
@Evilseye666,Really hardworking Purav jha❤❤❤❤❤❤❤,0,0,0.0,0.897,0.103,0.4588,Positive
@Evilseye666,And really Acting means Purav jha❤❤❤❤❤❤,0,0,0.0,0.897,0.103,0.4588,Positive
@Evilseye666,Manna parega Etna kaam krne ke bass bhi he was smiling matlb face pr Thora sa bhi nhi dikhaya kisi ko ki Purav kitna thaake hua haai❤❤❤❤❤,0,0,0.0,0.897,0.103,0.4588,Positive
@mihirparmar2332,Bantai ko lageli bhook......... 🗿only legends can remember this line,4,0,0.0,1.0,0.0,0.0,Neutral
@royalboyirfankhan3091,BKP Attendance Lagaoo Jaldii Se💀💀,4,0,0.0,1.0,0.0,0.0,Neutral
@mixingpoint9144,"Bahut acha laga bhai dekh ke, bhagwan kare khoob tarakki karo, <br>Love you brother ❤",0,0,0.0,1.0,0.0,0.0,Neutral
@shailendralama9367,Itna maza aaya bhai dono ko saath dekhke😮 bahut hasa bhai😂😂😂,0,0,0.0,1.0,0.0,0.0,Neutral
@mysteriousman4980,"Oo bhai sahab carry bhai ka itna bada production hai wo bhi <a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=90"">1:30</a> min ke scene ke liye 😮",8,0,0.179,0.821,0.0,-0.34,Negative
@mysteriousman4980,Real dolly se bhi jyada real lag rahe the purav bhai 😂❤,1,0,0.179,0.821,0.0,-0.34,Negative
@Jitesh_Bishi,Purav dolly &gt; carry dolly 😅,2,0,0.0,1.0,0.0,0.0,Neutral
@guardiangamingff,Vote for Purav doing carry and carry doing Purav🙏💪❤😅,1,0,0.0,1.0,0.0,0.0,Neutral
@hks6658,Carry and his hard work and your hardwork 🙌,0,0,0.167,0.833,0.0,-0.1027,Neutral
@sahanisandeep8527,RAP KA DEEPAK kakal😂,3,0,0.0,1.0,0.0,0.0,Neutral
@akuma2022,Maaza aaya.,3,0,0.0,1.0,0.0,0.0,Neutral
@ParthSrivastava-sd2zy,Damn! I never knew that even youtube videos required so much precision and setup.,1,0,0.2,0.8,0.0,-0.4574,Negative
@sncreation4176,Carryminati+purav jha =💥🔥,0,0,0.0,1.0,0.0,0.0,Neutral
@HarshKumar-mb3fh,Garammm heeiiii garaaaamm heiiiiii garaaamm heeiiii chaiii niii teriii maaallll garaaamm heeiiii 😅😂😂😂😂😂,3,0,0.0,1.0,0.0,0.0,Neutral
@samarth7418,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=143"">2:23</a> i have the same shirt",3,1,0.0,1.0,0.0,0.0,Neutral
@MakvaArhan,Bantai ko lageli bhukh..🔥,1,0,0.0,1.0,0.0,0.0,Neutral
@prabhanjanpadhan2039,Both nailed it ❤🎉,0,0,0.0,1.0,0.0,0.0,Neutral
@NikkuBoss-uf1iy,Kon kon ye video Aaj kekh Raha he 😂,18,7,0.0,1.0,0.0,0.0,Neutral
@mohdmuzamil2239,Only for bantai ❤,2,0,0.0,1.0,0.0,0.0,Neutral
@abdulrekeeb8838,We want more collab with carry,1,0,0.0,0.794,0.206,0.0772,Positive
@PrasadPhuse,"Tum sath me nangee sote ho 🥲 <a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=40"">0:40</a>",5,0,0.0,1.0,0.0,0.0,Neutral
@haroonmehmood990,Maza aya gaya video dekh kar bill gates aur dolly wala part bhot he acha tha,0,0,0.0,1.0,0.0,0.0,Neutral
@bindas_shorts70,Jaldi jaldi comment kar leta Hun bahut like milega😂,977,44,0.0,0.762,0.238,0.3612,Positive
@rimidey2819,Kya acting kiya yrrr ❤❤ just fatafati 😂😂😂❤❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@MaskboyKamran,Both are my favorite 🥰,0,0,0.0,0.5,0.5,0.4588,Positive
@KarishmaSaini-tt3di,Har har Mahadev 🙏 😘 🤗.Lovekesh Kataria only winner 🏆🥇 Big Boss ott s 3 😊❤❤,1,0,0.0,0.743,0.257,0.5859,Positive
@deepxvibe,Bantaiii ko lageli bhuk 🔥🔥,1,0,0.0,1.0,0.0,0.0,Neutral
@deepxvibe,Machayenge 4 male version ke liyee aaya hoon yaha 😂🔥,1,0,0.0,1.0,0.0,0.0,Neutral
@userhunter-321,Vai Carry vai K orse apko vi bahut sara love from Kathmandu Nepal 🥰❤  always support ❤,0,0,0.0,0.653,0.347,0.7845,Positive
@SmartReviews3339,Carry - wolverine<br>Purav - Deadpool,1,0,0.0,1.0,0.0,0.0,Neutral
@Ishannn.x0,Purav + carry = New legacy ❤,0,0,0.0,1.0,0.0,0.0,Neutral
@swweety909,unexpected colleb 😂😂😂,8,0,0.0,1.0,0.0,0.0,Neutral
@rahul-hk1qn,Big fan bhai ❤️🥂 love you from West Bengal ❤️,0,0,0.0,0.552,0.448,0.7579,Positive
@msdeep0789,Kya video thaa bhai ❤️ mja aya ❤,0,0,0.0,1.0,0.0,0.0,Neutral
@wcencee,love from carry _ gulabi dil,1,0,0.0,0.488,0.512,0.6369,Positive
@AnishSarkar-c1e,workout jaruri ha daily karo word daily makes me feel astonished❤❤❤❤,0,0,0.0,0.806,0.194,0.34,Positive
@BroForBoysOnly,2 ai legend in one frame <br>2 most favourite youtubers,0,0,0.0,1.0,0.0,0.0,Neutral
@Simran-kaur58,Wt a energy you hold dude,1,0,0.0,0.656,0.344,0.2732,Positive
@harsh9469,Next level Collaboration Purav 😊😊,0,0,0.0,1.0,0.0,0.0,Neutral
@mukesh_99811,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=137"">2:17</a> 😂 yh sahi tha",2,0,0.0,1.0,0.0,0.0,Neutral
@Mahadevkabhakt748,You guys done great job😘,0,0,0.0,0.494,0.506,0.6249,Positive
@highfidramafacts,Congratulations ❤❤❤❤,0,0,0.0,0.204,0.796,0.5994,Positive
@ankitkhajuria6999,"Pradhan mantri ne diya Purav Jha  ko इच्छाधारी नाग  hone ka award 😁😁🤣🤣🤣🤣😂 love you Purav bhai ,from Jammu",0,0,0.0,0.688,0.312,0.8271,Positive
@AnkitRobot,The Super Extraordinary Video I have ever seen. 😎.<br>This Video story is just perfect. 🥰.<br>I Can&#39;t explain how good this video is.<br>Just watch it Yourself.,0,0,0.0,0.667,0.333,0.8885,Positive
@aryanprajapat4465,2024 is full of unexpected colabes 😂😅,1,0,0.0,1.0,0.0,0.0,Neutral
@RomisGaming790,"Carry fan❤❤❤Asli talent😅 <a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=7"">0:07</a>",0,0,0.0,1.0,0.0,0.0,Neutral
@foodiealok,Wahhhh kya baat hai maja aa gya bhai 😂,0,0,0.0,1.0,0.0,0.0,Neutral
@rahulfule9795,From Nagpur love u brother 🎉 wah kya acting hai ❤,0,0,0.0,0.625,0.375,0.6369,Positive
@Neeteshchauhan09,Teri toh Nikal pade  oho carry bhai ke sath video shoot 😊❤❤love u bhai,0,0,0.167,0.833,0.0,-0.34,Negative
@pankajvishwakarma405,Seriously carry and purav&#39;s acting is better ❤ than Bollywood actors,0,0,0.135,0.635,0.23,0.296,Positive
@KabirsRebelRise-kh8rq,AWSOME WORK bhai,0,0,0.0,1.0,0.0,0.0,Neutral
@abhishekcricket1999,Respect purav end me carry bahi ki feet touch kiya he knows carry is og ❤😊,0,0,0.0,0.829,0.171,0.4767,Positive
@saurabhsahu331,Shivam bhai ne sahi bola ki vlog bna le paise a jyenge😂😂 more than 1milli viwes😮,1,0,0.0,1.0,0.0,0.0,Neutral
@KarmaXinrin,Thanks for working hard bro ! Been watching that part every day,0,0,0.0,1.0,0.0,0.0,Neutral
@KarmaXinrin,Carry makeup and acting too real😂,0,0,0.0,1.0,0.0,0.0,Neutral
@VanshikaPaliwal-iu6dm,What a mature guy !!!!!<br>AI se bhi badhkar acting Karta hai fir bhi Kah Raha hai&quot; kuchh naya sikhane ko milega yahan per&quot;. 👍<br>Hamesha sikhate rehne ko promote kar raha hai nahin to kah sakta tha ki mere ko sikhane ki kya jarurat hai 🙄<br>By the way bhaiya big fann 💗😊,0,0,0.0,0.88,0.12,0.7627,Positive
@kraxxy9521,Bhai bohut bohut Funny tha video aise hi sath mai Kam Karo ❤❤❤❤❤❤❤❤,0,0,0.0,0.805,0.195,0.4404,Positive
@_hardy_5836,Now l realised &quot; why carry said sare paise shoot pe jate hai &quot; 😂,2,0,0.167,0.833,0.0,-0.34,Negative
@himangshuyt667,😂😂😂vai maja aaa gyaa 😂,2,0,0.0,1.0,0.0,0.0,Neutral
@Sahebplayz,Purav bhai purav bhai ap toh ai ho ai 😅,1,0,0.0,1.0,0.0,0.0,Neutral
@NKAnkergaming2005,Garom hai garom hai my fav seen 😅😅,0,0,0.0,0.7,0.3,0.4588,Positive
@joddd524,TRENDING #1 for a reason❤ LOVELY CONTENT BOYS,0,0,0.0,0.57,0.43,0.6739,Positive
@umaedshark,"Bhai yaar purav toh off character b badiya admi hy, ajj pta chala. God bless.",0,0,0.0,0.71,0.29,0.5994,Positive
@yuvrajdhakkad,Meri jaan maja aa gaya video dekh ke❤,1,0,0.0,1.0,0.0,0.0,Neutral
@vikaskumarbangera,"<a href=""https://www.youtube.com/watch?v=S_DRe0qbUJk&amp;t=390"">6:30</a> Purav bhai carry bhai production house ki quality ka dhaga khol diya 😂😂😂",0,0,0.0,1.0,0.0,0.0,Neutral
@rishabhpandey373,Bhai teri life mast chal rahi hai yaar ❤❤❤,0,0,0.0,1.0,0.0,0.0,Neutral
@VikasVeerGurjar77,Carry 💀🔥,1,0,0.0,1.0,0.0,0.0,Neutral
@saifaly3558,purav jha real actor,0,0,0.0,1.0,0.0,0.0,Neutral
@Kilvis001,Literally guys you working hard,0,0,0.259,0.741,0.0,-0.1027,Neutral
@Kumarsahulyourbrother,Carry &amp; purav is professional in roasting 😅😅😅,0,0,0.0,1.0,0.0,0.0,Neutral
@Gnbhaivlog,Bantai Ko lageli bhook 😊,2,0,0.0,1.0,0.0,0.0,Neutral
@Gauri_solovlogs,YOU ARE LUCKY YOU GOT CARRY 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,0,0,0.0,0.629,0.371,0.5473,Positive
